id	confirmed	deaths	recovered	date	url	pays
6472	0	0	0	2020-03-08	GUY	Guyana
6473	7	1	0	2020-03-20	GUY	Guyana
6474	5	1	0	2020-03-26	GUY	Guyana
6475	0	0	0	2020-02-13	GUY	Guyana
6476	55	6	8	2020-04-15	GUY	Guyana
6477	0	0	0	2020-03-03	GUY	Guyana
6478	7	1	0	2020-03-21	GUY	Guyana
6479	0	0	0	2020-03-11	GUY	Guyana
6480	23	4	0	2020-04-03	GUY	Guyana
6481	31	4	8	2020-04-06	GUY	Guyana
6482	0	0	0	2020-02-01	GUY	Guyana
6483	7	1	0	2020-03-19	GUY	Guyana
6484	19	1	0	2020-03-22	GUY	Guyana
6485	0	0	0	2020-01-28	GUY	Guyana
6486	0	0	0	2020-02-26	GUY	Guyana
6487	0	0	0	2020-02-10	HTI	Haiti
6488	0	0	0	2020-03-17	HTI	Haiti
6489	0	0	0	2020-02-26	HTI	Haiti
6490	0	0	0	2020-02-16	HTI	Haiti
6491	0	0	0	2020-02-28	HTI	Haiti
6492	0	0	0	2020-02-29	HTI	Haiti
6493	0	0	0	2020-03-03	HTI	Haiti
6494	2	0	0	2020-03-20	HTI	Haiti
6495	0	0	0	2020-01-27	HTI	Haiti
6496	2	0	0	2020-03-22	HTI	Haiti
6497	0	0	0	2020-02-09	HTI	Haiti
6498	0	0	0	2020-02-08	HTI	Haiti
6499	0	0	0	2020-01-28	HTI	Haiti
6500	0	0	0	2020-02-24	HTI	Haiti
6501	15	0	1	2020-03-31	HTI	Haiti
6502	0	0	0	2020-03-06	HTI	Haiti
6503	0	0	0	2020-02-13	HTI	Haiti
6504	0	0	0	2020-02-07	HTI	Haiti
6505	25	1	0	2020-04-07	HTI	Haiti
6506	24	1	0	2020-04-06	HTI	Haiti
6507	20	0	1	2020-04-04	HTI	Haiti
6508	21	1	1	2020-04-05	HTI	Haiti
6509	0	0	0	2020-03-19	HTI	Haiti
6510	8	0	0	2020-03-25	HTI	Haiti
6511	62	4	2	2020-04-22	HTI	Haiti
6512	72	5	2	2020-04-23	HTI	Haiti
6513	0	0	0	2020-01-31	HTI	Haiti
6514	0	0	0	2020-03-10	HTI	Haiti
6515	0	0	0	2020-03-05	HTI	Haiti
6516	0	0	0	2020-03-02	HTI	Haiti
6517	0	0	0	2020-02-21	HTI	Haiti
6518	0	0	0	2020-02-11	HTI	Haiti
6519	57	3	0	2020-04-20	HTI	Haiti
6520	57	3	0	2020-04-21	HTI	Haiti
6521	0	0	0	2020-02-18	HTI	Haiti
6522	0	0	0	2020-03-15	HTI	Haiti
6523	0	0	0	2020-03-11	HTI	Haiti
6524	0	0	0	2020-03-18	HTI	Haiti
6525	2	0	0	2020-03-21	HTI	Haiti
6526	0	0	0	2020-02-01	HTI	Haiti
6527	41	3	0	2020-04-16	HTI	Haiti
6528	0	0	0	2020-01-25	HTI	Haiti
6529	27	1	0	2020-04-08	HTI	Haiti
6530	0	0	0	2020-02-14	HTI	Haiti
6531	41	3	0	2020-04-15	HTI	Haiti
6532	0	0	0	2020-02-22	HTI	Haiti
6533	0	0	0	2020-01-23	HTI	Haiti
6534	0	0	0	2020-01-26	HTI	Haiti
6535	0	0	0	2020-03-04	HTI	Haiti
6536	0	0	0	2020-02-12	HTI	Haiti
6537	0	0	0	2020-02-20	HTI	Haiti
6538	0	0	0	2020-01-24	HTI	Haiti
6539	40	3	0	2020-04-14	HTI	Haiti
6540	16	0	1	2020-04-02	HTI	Haiti
6541	0	0	0	2020-03-09	HTI	Haiti
6542	8	0	0	2020-03-28	HTI	Haiti
6543	0	0	0	2020-02-05	HTI	Haiti
6544	0	0	0	2020-03-08	HTI	Haiti
6545	8	0	0	2020-03-26	HTI	Haiti
6546	15	0	1	2020-03-30	HTI	Haiti
6547	0	0	0	2020-02-17	HTI	Haiti
6548	31	2	0	2020-04-10	HTI	Haiti
6549	0	0	0	2020-01-29	HTI	Haiti
6550	8	0	0	2020-03-27	HTI	Haiti
6551	18	0	1	2020-04-03	HTI	Haiti
6552	15	0	1	2020-03-29	HTI	Haiti
6553	0	0	0	2020-02-02	HTI	Haiti
6554	43	3	0	2020-04-17	HTI	Haiti
6555	33	2	0	2020-04-11	HTI	Haiti
6556	7	0	0	2020-03-24	HTI	Haiti
6557	0	0	0	2020-02-04	HTI	Haiti
6558	0	0	0	2020-03-13	HTI	Haiti
6559	0	0	0	2020-02-23	HTI	Haiti
6560	0	0	0	2020-03-07	HTI	Haiti
6561	0	0	0	2020-03-16	HTI	Haiti
6562	0	0	0	2020-01-22	HTI	Haiti
6563	0	0	0	2020-03-01	HTI	Haiti
6564	0	0	0	2020-02-06	HTI	Haiti
6565	0	0	0	2020-01-30	HTI	Haiti
6566	47	3	0	2020-04-19	HTI	Haiti
6567	30	2	0	2020-04-09	HTI	Haiti
6568	0	0	0	2020-02-27	HTI	Haiti
6569	0	0	0	2020-02-15	HTI	Haiti
6570	16	0	1	2020-04-01	HTI	Haiti
6571	0	0	0	2020-03-14	HTI	Haiti
6572	72	5	2	2020-04-24	HTI	Haiti
6573	0	0	0	2020-02-25	HTI	Haiti
6574	0	0	0	2020-02-03	HTI	Haiti
6575	0	0	0	2020-02-19	HTI	Haiti
6576	44	3	0	2020-04-18	HTI	Haiti
6577	40	3	0	2020-04-13	HTI	Haiti
6578	6	0	0	2020-03-23	HTI	Haiti
6579	33	3	0	2020-04-12	HTI	Haiti
6580	0	0	0	2020-03-12	HTI	Haiti
6581	0	0	0	2020-02-26	VAT	Vatican City State
6582	0	0	0	2020-01-29	VAT	Vatican City State
6583	0	0	0	2020-02-06	VAT	Vatican City State
6584	1	0	0	2020-03-16	VAT	Vatican City State
6585	8	0	2	2020-04-10	VAT	Vatican City State
6586	1	0	0	2020-03-12	VAT	Vatican City State
6587	0	0	0	2020-02-12	VAT	Vatican City State
6588	6	0	0	2020-04-01	VAT	Vatican City State
6589	0	0	0	2020-01-23	VAT	Vatican City State
6590	1	0	0	2020-03-09	VAT	Vatican City State
6591	1	0	0	2020-03-18	VAT	Vatican City State
6592	6	0	0	2020-03-29	VAT	Vatican City State
6593	7	0	0	2020-04-07	VAT	Vatican City State
6594	1	0	0	2020-03-23	VAT	Vatican City State
6595	8	0	2	2020-04-09	VAT	Vatican City State
6596	1	0	0	2020-03-10	VAT	Vatican City State
6597	1	0	0	2020-03-19	VAT	Vatican City State
6598	1	0	0	2020-03-22	VAT	Vatican City State
6599	8	0	2	2020-04-13	VAT	Vatican City State
6600	0	0	0	2020-02-10	VAT	Vatican City State
6601	8	0	2	2020-04-12	VAT	Vatican City State
6602	0	0	0	2020-02-08	VAT	Vatican City State
6603	6	0	0	2020-03-28	VAT	Vatican City State
6604	8	0	2	2020-04-11	VAT	Vatican City State
6605	4	0	0	2020-03-25	VAT	Vatican City State
6606	9	0	2	2020-04-22	VAT	Vatican City State
6607	8	0	2	2020-04-14	VAT	Vatican City State
6608	1	0	0	2020-03-20	VAT	Vatican City State
6609	8	0	2	2020-04-18	VAT	Vatican City State
6610	0	0	0	2020-02-29	VAT	Vatican City State
6611	0	0	0	2020-03-03	VAT	Vatican City State
6612	0	0	0	2020-02-22	VAT	Vatican City State
6613	0	0	0	2020-02-20	VAT	Vatican City State
6614	0	0	0	2020-02-28	VAT	Vatican City State
6615	0	0	0	2020-03-01	VAT	Vatican City State
6616	0	0	0	2020-01-30	VAT	Vatican City State
6617	0	0	0	2020-01-24	VAT	Vatican City State
6618	0	0	0	2020-02-27	VAT	Vatican City State
6619	0	0	0	2020-02-01	VAT	Vatican City State
6620	7	0	0	2020-04-02	VAT	Vatican City State
6621	1	0	0	2020-03-14	VAT	Vatican City State
6622	8	0	2	2020-04-19	VAT	Vatican City State
6623	1	0	0	2020-03-08	VAT	Vatican City State
6624	0	0	0	2020-02-14	VAT	Vatican City State
6625	0	0	0	2020-01-22	VAT	Vatican City State
6626	8	0	2	2020-04-08	VAT	Vatican City State
6627	1	0	0	2020-03-15	VAT	Vatican City State
6628	8	0	2	2020-04-16	VAT	Vatican City State
6629	0	0	0	2020-02-02	VAT	Vatican City State
6630	1	0	0	2020-03-06	VAT	Vatican City State
6631	0	0	0	2020-02-03	VAT	Vatican City State
6632	9	0	2	2020-04-23	VAT	Vatican City State
6633	0	0	0	2020-02-04	VAT	Vatican City State
6634	8	0	2	2020-04-17	VAT	Vatican City State
6635	1	0	0	2020-03-21	VAT	Vatican City State
6636	0	0	0	2020-01-25	VAT	Vatican City State
6637	0	0	0	2020-01-26	VAT	Vatican City State
6638	7	0	0	2020-04-03	VAT	Vatican City State
6639	1	0	0	2020-03-13	VAT	Vatican City State
6640	0	0	0	2020-01-27	VAT	Vatican City State
6641	0	0	0	2020-02-18	VAT	Vatican City State
6642	0	0	0	2020-02-15	VAT	Vatican City State
6643	0	0	0	2020-02-23	VAT	Vatican City State
6644	0	0	0	2020-02-13	VAT	Vatican City State
6645	9	0	2	2020-04-24	VAT	Vatican City State
6646	7	0	0	2020-04-04	VAT	Vatican City State
6647	0	0	0	2020-03-04	VAT	Vatican City State
6648	1	0	0	2020-03-17	VAT	Vatican City State
6649	7	0	0	2020-04-06	VAT	Vatican City State
6650	0	0	0	2020-02-07	VAT	Vatican City State
6651	0	0	0	2020-02-17	VAT	Vatican City State
6652	4	0	0	2020-03-26	VAT	Vatican City State
6653	4	0	0	2020-03-24	VAT	Vatican City State
6654	9	0	2	2020-04-20	VAT	Vatican City State
6655	0	0	0	2020-02-21	VAT	Vatican City State
6656	6	0	0	2020-03-31	VAT	Vatican City State
6657	1	0	0	2020-03-07	VAT	Vatican City State
6658	0	0	0	2020-02-09	VAT	Vatican City State
6659	0	0	0	2020-02-25	VAT	Vatican City State
6660	0	0	0	2020-02-05	VAT	Vatican City State
6661	9	0	2	2020-04-21	VAT	Vatican City State
6662	0	0	0	2020-01-31	VAT	Vatican City State
6663	0	0	0	2020-02-16	VAT	Vatican City State
6664	8	0	2	2020-04-15	VAT	Vatican City State
6665	0	0	0	2020-03-05	VAT	Vatican City State
6666	4	0	0	2020-03-27	VAT	Vatican City State
6667	0	0	0	2020-02-19	VAT	Vatican City State
6668	0	0	0	2020-01-28	VAT	Vatican City State
6669	0	0	0	2020-03-02	VAT	Vatican City State
6670	0	0	0	2020-02-24	VAT	Vatican City State
6671	6	0	0	2020-03-30	VAT	Vatican City State
6672	7	0	0	2020-04-05	VAT	Vatican City State
6673	1	0	0	2020-03-11	VAT	Vatican City State
6674	0	0	0	2020-02-11	VAT	Vatican City State
6675	0	0	0	2020-01-25	HND	Honduras
6676	2	0	0	2020-03-12	HND	Honduras
6677	426	35	9	2020-04-16	HND	Honduras
6678	0	0	0	2020-02-25	HND	Honduras
6679	0	0	0	2020-02-08	HND	Honduras
6680	519	47	31	2020-04-23	HND	Honduras
6681	472	46	15	2020-04-19	HND	Honduras
6682	382	23	7	2020-04-10	HND	Honduras
6683	141	7	3	2020-03-31	HND	Honduras
6684	0	0	0	2020-02-19	HND	Honduras
6685	26	0	0	2020-03-22	HND	Honduras
6686	110	3	3	2020-03-29	HND	Honduras
6687	407	26	7	2020-04-14	HND	Honduras
6688	298	22	6	2020-04-06	HND	Honduras
6689	392	24	7	2020-04-11	HND	Honduras
6690	139	7	3	2020-03-30	HND	Honduras
6691	12	0	0	2020-03-19	HND	Honduras
6692	6	0	0	2020-03-16	HND	Honduras
6693	0	0	0	2020-01-23	HND	Honduras
6694	0	0	0	2020-02-12	HND	Honduras
6695	268	22	6	2020-04-05	HND	Honduras
6696	0	0	0	2020-02-22	HND	Honduras
6697	0	0	0	2020-02-29	HND	Honduras
6698	2	0	0	2020-03-11	HND	Honduras
6699	0	0	0	2020-01-30	HND	Honduras
6700	0	0	0	2020-03-03	HND	Honduras
6701	0	0	0	2020-02-07	HND	Honduras
6702	9	0	0	2020-03-18	HND	Honduras
6703	0	0	0	2020-02-17	HND	Honduras
6704	0	0	0	2020-01-31	HND	Honduras
6705	0	0	0	2020-02-09	HND	Honduras
6706	2	0	0	2020-03-13	HND	Honduras
6707	343	23	6	2020-04-09	HND	Honduras
6708	0	0	0	2020-03-05	HND	Honduras
6709	36	0	0	2020-03-25	HND	Honduras
6710	8	0	0	2020-03-17	HND	Honduras
6711	0	0	0	2020-02-27	HND	Honduras
6712	95	1	3	2020-03-28	HND	Honduras
6713	24	0	0	2020-03-20	HND	Honduras
6714	0	0	0	2020-02-26	HND	Honduras
6715	0	0	0	2020-03-10	HND	Honduras
6716	0	0	0	2020-01-27	HND	Honduras
6717	494	46	29	2020-04-21	HND	Honduras
6718	0	0	0	2020-02-06	HND	Honduras
6719	0	0	0	2020-01-22	HND	Honduras
6720	24	0	0	2020-03-21	HND	Honduras
6721	0	0	0	2020-02-02	HND	Honduras
6722	305	22	6	2020-04-07	HND	Honduras
6723	0	0	0	2020-02-16	HND	Honduras
6724	457	46	10	2020-04-18	HND	Honduras
6725	0	0	0	2020-01-26	HND	Honduras
6726	0	0	0	2020-02-14	HND	Honduras
6727	2	0	0	2020-03-14	HND	Honduras
6728	312	22	6	2020-04-08	HND	Honduras
6729	0	0	0	2020-02-13	HND	Honduras
6730	0	0	0	2020-02-28	HND	Honduras
6731	591	55	58	2020-04-24	HND	Honduras
6732	477	46	25	2020-04-20	HND	Honduras
6733	0	0	0	2020-02-01	HND	Honduras
6734	0	0	0	2020-03-08	HND	Honduras
6735	0	0	0	2020-01-24	HND	Honduras
6736	52	1	0	2020-03-26	HND	Honduras
6737	419	31	9	2020-04-15	HND	Honduras
6738	510	46	30	2020-04-22	HND	Honduras
6739	393	25	7	2020-04-12	HND	Honduras
6740	0	0	0	2020-03-07	HND	Honduras
6741	68	1	0	2020-03-27	HND	Honduras
6742	0	0	0	2020-01-28	HND	Honduras
6743	0	0	0	2020-03-04	HND	Honduras
6744	172	10	3	2020-04-01	HND	Honduras
6745	0	0	0	2020-02-23	HND	Honduras
6746	0	0	0	2020-03-02	HND	Honduras
6747	0	0	0	2020-02-18	HND	Honduras
6748	0	0	0	2020-02-15	HND	Honduras
6749	0	0	0	2020-02-03	HND	Honduras
6750	0	0	0	2020-03-01	HND	Honduras
6751	30	0	0	2020-03-24	HND	Honduras
6752	3	0	0	2020-03-15	HND	Honduras
6753	219	14	3	2020-04-02	HND	Honduras
6754	0	0	0	2020-01-29	HND	Honduras
6755	0	0	0	2020-02-10	HND	Honduras
6756	264	15	3	2020-04-04	HND	Honduras
6757	0	0	0	2020-02-05	HND	Honduras
6758	222	15	3	2020-04-03	HND	Honduras
6759	397	25	7	2020-04-13	HND	Honduras
6760	442	41	10	2020-04-17	HND	Honduras
6761	0	0	0	2020-03-06	HND	Honduras
6762	0	0	0	2020-03-09	HND	Honduras
6763	0	0	0	2020-02-21	HND	Honduras
6764	0	0	0	2020-02-11	HND	Honduras
6765	30	0	0	2020-03-23	HND	Honduras
6766	0	0	0	2020-02-20	HND	Honduras
6767	0	0	0	2020-02-04	HND	Honduras
6768	0	0	0	2020-02-24	HND	Honduras
6769	0	0	0	2020-02-18	HUN	Hungary
6770	2	0	0	2020-03-06	HUN	Hungary
6771	0	0	0	2020-02-04	HUN	Hungary
6772	0	0	0	2020-01-23	HUN	Hungary
6773	0	0	0	2020-02-28	HUN	Hungary
6774	0	0	0	2020-02-02	HUN	Hungary
6775	980	66	96	2020-04-09	HUN	Hungary
6776	1763	156	207	2020-04-17	HUN	Hungary
6777	1512	122	122	2020-04-14	HUN	Hungary
6778	0	0	0	2020-02-01	HUN	Hungary
6779	0	0	0	2020-02-19	HUN	Hungary
6780	0	0	0	2020-01-27	HUN	Hungary
6781	39	1	1	2020-03-16	HUN	Hungary
6782	525	20	40	2020-04-01	HUN	Hungary
6783	0	0	0	2020-02-29	HUN	Hungary
6784	30	0	1	2020-03-14	HUN	Hungary
6785	0	0	0	2020-02-22	HUN	Hungary
6786	1916	189	250	2020-04-19	HUN	Hungary
6787	447	15	34	2020-03-30	HUN	Hungary
6788	0	0	0	2020-01-25	HUN	Hungary
6789	0	0	0	2020-02-05	HUN	Hungary
6790	733	34	66	2020-04-05	HUN	Hungary
6791	0	0	0	2020-02-12	HUN	Hungary
6792	1652	142	199	2020-04-16	HUN	Hungary
6793	167	7	16	2020-03-23	HUN	Hungary
6794	0	0	0	2020-02-07	HUN	Hungary
6795	226	10	21	2020-03-25	HUN	Hungary
6796	300	10	34	2020-03-27	HUN	Hungary
6797	2168	225	295	2020-04-22	HUN	Hungary
6798	13	0	0	2020-03-11	HUN	Hungary
6799	0	0	0	2020-01-28	HUN	Hungary
6800	1190	77	112	2020-04-10	HUN	Hungary
6801	0	0	0	2020-02-08	HUN	Hungary
6802	744	38	67	2020-04-06	HUN	Hungary
6803	0	0	0	2020-02-20	HUN	Hungary
6804	2	0	0	2020-03-04	HUN	Hungary
6805	0	0	0	2020-01-30	HUN	Hungary
6806	261	10	28	2020-03-26	HUN	Hungary
6807	0	0	0	2020-02-03	HUN	Hungary
6808	0	0	0	2020-02-23	HUN	Hungary
6809	0	0	0	2020-02-24	HUN	Hungary
6810	0	0	0	2020-02-14	HUN	Hungary
6811	0	0	0	2020-02-13	HUN	Hungary
6812	0	0	0	2020-02-06	HUN	Hungary
6813	895	58	94	2020-04-08	HUN	Hungary
6814	343	11	34	2020-03-28	HUN	Hungary
6815	585	21	42	2020-04-02	HUN	Hungary
6816	9	0	0	2020-03-10	HUN	Hungary
6817	408	13	34	2020-03-29	HUN	Hungary
6818	0	0	0	2020-02-15	HUN	Hungary
6819	0	0	0	2020-02-27	HUN	Hungary
6820	103	4	7	2020-03-21	HUN	Hungary
6821	817	47	71	2020-04-07	HUN	Hungary
6822	2098	213	287	2020-04-21	HUN	Hungary
6823	1579	134	192	2020-04-15	HUN	Hungary
6824	0	0	0	2020-02-10	HUN	Hungary
6825	0	0	0	2020-02-16	HUN	Hungary
6826	0	0	0	2020-03-01	HUN	Hungary
6827	0	0	0	2020-02-17	HUN	Hungary
6828	1834	172	231	2020-04-18	HUN	Hungary
6829	1458	109	120	2020-04-13	HUN	Hungary
6830	85	3	2	2020-03-20	HUN	Hungary
6831	13	0	0	2020-03-12	HUN	Hungary
6832	131	6	16	2020-03-22	HUN	Hungary
6833	0	0	0	2020-03-02	HUN	Hungary
6834	0	0	0	2020-01-26	HUN	Hungary
6835	0	0	0	2020-01-22	HUN	Hungary
6836	50	1	2	2020-03-17	HUN	Hungary
6837	19	0	0	2020-03-13	HUN	Hungary
6838	7	0	0	2020-03-08	HUN	Hungary
6839	2284	239	390	2020-04-23	HUN	Hungary
6840	0	0	0	2020-01-24	HUN	Hungary
6841	0	0	0	2020-01-31	HUN	Hungary
6842	1410	99	118	2020-04-12	HUN	Hungary
6843	0	0	0	2020-02-09	HUN	Hungary
6844	73	1	2	2020-03-19	HUN	Hungary
6845	2	0	0	2020-03-05	HUN	Hungary
6846	492	16	37	2020-03-31	HUN	Hungary
6847	32	1	1	2020-03-15	HUN	Hungary
6848	0	0	0	2020-02-26	HUN	Hungary
6849	623	26	43	2020-04-03	HUN	Hungary
6850	1984	199	267	2020-04-20	HUN	Hungary
6851	0	0	0	2020-01-29	HUN	Hungary
6852	0	0	0	2020-03-03	HUN	Hungary
6853	0	0	0	2020-02-11	HUN	Hungary
6854	2443	262	458	2020-04-24	HUN	Hungary
6855	9	0	0	2020-03-09	HUN	Hungary
6856	1310	85	115	2020-04-11	HUN	Hungary
6857	0	0	0	2020-02-25	HUN	Hungary
6858	0	0	0	2020-02-21	HUN	Hungary
6859	678	32	58	2020-04-04	HUN	Hungary
6860	4	0	0	2020-03-07	HUN	Hungary
6861	187	9	21	2020-03-24	HUN	Hungary
6862	58	1	2	2020-03-18	HUN	Hungary
6863	0	0	0	2020-01-24	ISL	Iceland
6864	0	0	0	2020-02-13	ISL	Iceland
6865	6	0	0	2020-03-02	ISL	Iceland
6866	250	1	5	2020-03-18	ISL	Iceland
6867	85	0	1	2020-03-11	ISL	Iceland
6868	0	0	0	2020-01-25	ISL	Iceland
6869	409	0	5	2020-03-20	ISL	Iceland
6870	0	0	0	2020-02-25	ISL	Iceland
6871	0	0	0	2020-02-10	ISL	Iceland
6872	890	2	97	2020-03-27	ISL	Iceland
6873	171	5	8	2020-03-15	ISL	Iceland
6874	0	0	0	2020-02-09	ISL	Iceland
6875	0	0	0	2020-02-18	ISL	Iceland
6876	0	0	0	2020-01-23	ISL	Iceland
6877	1711	8	933	2020-04-13	ISL	Iceland
6878	0	0	0	2020-02-19	ISL	Iceland
6879	0	0	0	2020-02-23	ISL	Iceland
6880	1739	8	1144	2020-04-16	ISL	Iceland
6881	0	0	0	2020-02-22	ISL	Iceland
6882	103	0	1	2020-03-12	ISL	Iceland
6883	1562	6	460	2020-04-06	ISL	Iceland
6884	1789	10	1542	2020-04-24	ISL	Iceland
6885	0	0	0	2020-01-22	ISL	Iceland
6886	180	0	0	2020-03-16	ISL	Iceland
6887	50	0	0	2020-03-07	ISL	Iceland
6888	11	0	0	2020-03-03	ISL	Iceland
6889	1701	8	889	2020-04-12	ISL	Iceland
6890	26	0	0	2020-03-04	ISL	Iceland
6891	50	0	0	2020-03-08	ISL	Iceland
6892	0	0	0	2020-02-05	ISL	Iceland
6893	1086	2	157	2020-03-30	ISL	Iceland
6894	1	0	0	2020-02-29	ISL	Iceland
6895	0	0	0	2020-01-29	ISL	Iceland
6896	3	0	0	2020-03-01	ISL	Iceland
6897	58	0	0	2020-03-09	ISL	Iceland
6898	0	0	0	2020-02-11	ISL	Iceland
6899	1773	10	1362	2020-04-20	ISL	Iceland
6900	1785	10	1462	2020-04-22	ISL	Iceland
6901	0	0	0	2020-02-17	ISL	Iceland
6902	0	0	0	2020-02-16	ISL	Iceland
6903	1020	2	135	2020-03-29	ISL	Iceland
6904	0	0	0	2020-02-21	ISL	Iceland
6905	588	1	36	2020-03-23	ISL	Iceland
6906	1754	9	1224	2020-04-17	ISL	Iceland
6907	1616	6	633	2020-04-08	ISL	Iceland
6908	330	1	5	2020-03-19	ISL	Iceland
6909	0	0	0	2020-02-20	ISL	Iceland
6910	1417	4	396	2020-04-04	ISL	Iceland
6911	69	0	1	2020-03-10	ISL	Iceland
6912	0	0	0	2020-01-28	ISL	Iceland
6913	0	0	0	2020-02-06	ISL	Iceland
6914	34	0	0	2020-03-05	ISL	Iceland
6915	473	1	22	2020-03-21	ISL	Iceland
6916	43	0	0	2020-03-06	ISL	Iceland
6917	0	0	0	2020-02-04	ISL	Iceland
6918	1727	8	1077	2020-04-15	ISL	Iceland
6919	737	2	56	2020-03-25	ISL	Iceland
6920	0	0	0	2020-02-03	ISL	Iceland
6921	220	1	0	2020-03-17	ISL	Iceland
6922	1760	9	1291	2020-04-18	ISL	Iceland
6923	0	0	0	2020-02-14	ISL	Iceland
6924	0	0	0	2020-02-27	ISL	Iceland
6925	0	0	0	2020-02-15	ISL	Iceland
6926	0	0	0	2020-02-12	ISL	Iceland
6927	0	0	0	2020-02-24	ISL	Iceland
6928	648	2	51	2020-03-24	ISL	Iceland
6929	1778	10	1417	2020-04-21	ISL	Iceland
6930	1771	9	1291	2020-04-19	ISL	Iceland
6931	0	0	0	2020-02-26	ISL	Iceland
6932	1789	10	1509	2020-04-23	ISL	Iceland
6933	156	0	1	2020-03-14	ISL	Iceland
6934	1675	7	751	2020-04-10	ISL	Iceland
6935	0	0	0	2020-02-02	ISL	Iceland
6936	0	0	0	2020-01-31	ISL	Iceland
6937	0	0	0	2020-01-27	ISL	Iceland
6938	1364	4	309	2020-04-03	ISL	Iceland
6939	0	0	0	2020-02-01	ISL	Iceland
6940	963	2	114	2020-03-28	ISL	Iceland
6941	1319	4	284	2020-04-02	ISL	Iceland
6942	1720	8	989	2020-04-14	ISL	Iceland
6943	802	2	82	2020-03-26	ISL	Iceland
6944	0	0	0	2020-01-30	ISL	Iceland
6945	1689	8	841	2020-04-11	ISL	Iceland
6946	1	0	0	2020-02-28	ISL	Iceland
6947	134	0	1	2020-03-13	ISL	Iceland
6948	568	1	36	2020-03-22	ISL	Iceland
6949	1486	4	428	2020-04-05	ISL	Iceland
6950	0	0	0	2020-02-07	ISL	Iceland
6951	1586	6	559	2020-04-07	ISL	Iceland
6952	0	0	0	2020-02-08	ISL	Iceland
6953	0	0	0	2020-01-26	ISL	Iceland
6954	1648	6	688	2020-04-09	ISL	Iceland
6955	1220	2	225	2020-04-01	ISL	Iceland
6956	1135	2	198	2020-03-31	ISL	Iceland
6957	0	0	0	2020-01-25	IND	India
6958	3	0	0	2020-02-06	IND	India
6959	499	10	27	2020-03-23	IND	India
6960	12322	405	1432	2020-04-15	IND	India
6961	5916	178	506	2020-04-08	IND	India
6962	20080	645	3975	2020-04-21	IND	India
6963	13430	448	1768	2020-04-16	IND	India
6964	3	0	3	2020-02-23	IND	India
6965	3	0	3	2020-02-24	IND	India
6966	3	0	0	2020-02-12	IND	India
6967	2543	72	191	2020-04-02	IND	India
6968	3	0	0	2020-02-07	IND	India
6969	3	0	3	2020-02-22	IND	India
6970	5	0	3	2020-03-03	IND	India
6971	3	0	3	2020-02-27	IND	India
6972	24530	780	5498	2020-04-24	IND	India
6973	17615	559	2854	2020-04-19	IND	India
6974	5311	150	421	2020-04-07	IND	India
6975	727	20	45	2020-03-26	IND	India
6976	3	0	3	2020-02-16	IND	India
6977	8446	288	969	2020-04-11	IND	India
6978	3	0	0	2020-02-03	IND	India
6979	11487	393	1359	2020-04-14	IND	India
6980	2	0	0	2020-02-02	IND	India
6981	18539	592	3273	2020-04-20	IND	India
6982	15722	521	2463	2020-04-18	IND	India
6983	10453	358	1181	2020-04-13	IND	India
6984	4778	136	375	2020-04-06	IND	India
6985	3588	99	229	2020-04-05	IND	India
6986	39	0	3	2020-03-08	IND	India
6987	3082	86	229	2020-04-04	IND	India
6988	9205	331	1080	2020-04-12	IND	India
6989	1024	27	95	2020-03-29	IND	India
6990	2567	72	192	2020-04-03	IND	India
6991	7598	246	774	2020-04-10	IND	India
6992	34	0	3	2020-03-07	IND	India
6993	31	0	3	2020-03-06	IND	India
6994	3	0	0	2020-02-05	IND	India
6995	0	0	0	2020-01-28	IND	India
6996	82	2	4	2020-03-13	IND	India
6997	3	0	3	2020-02-21	IND	India
6998	5	0	3	2020-03-02	IND	India
6999	0	0	0	2020-01-23	IND	India
7000	3	0	3	2020-02-25	IND	India
7001	119	2	13	2020-03-16	IND	India
7002	113	2	13	2020-03-15	IND	India
7003	3	0	0	2020-02-11	IND	India
7004	3	0	0	2020-02-14	IND	India
7005	1998	58	148	2020-04-01	IND	India
7006	1	0	0	2020-02-01	IND	India
7007	1	0	0	2020-01-30	IND	India
7008	73	1	4	2020-03-12	IND	India
7009	1	0	0	2020-01-31	IND	India
7010	142	3	14	2020-03-17	IND	India
7011	244	5	20	2020-03-20	IND	India
7012	330	4	23	2020-03-21	IND	India
7013	0	0	0	2020-01-27	IND	India
7014	3	0	3	2020-02-26	IND	India
7015	657	12	43	2020-03-25	IND	India
7016	1397	35	123	2020-03-31	IND	India
7017	887	20	73	2020-03-27	IND	India
7018	28	0	3	2020-03-04	IND	India
7019	156	3	14	2020-03-18	IND	India
7020	3	0	3	2020-02-28	IND	India
7021	3	0	3	2020-02-17	IND	India
7022	987	24	84	2020-03-28	IND	India
7023	396	7	27	2020-03-22	IND	India
7024	194	4	15	2020-03-19	IND	India
7025	3	0	0	2020-02-13	IND	India
7026	536	10	40	2020-03-24	IND	India
7027	3	0	0	2020-02-04	IND	India
7028	43	0	3	2020-03-09	IND	India
7029	3	0	3	2020-02-19	IND	India
7030	3	0	3	2020-03-01	IND	India
7031	3	0	3	2020-02-20	IND	India
7032	102	2	4	2020-03-14	IND	India
7033	30	0	3	2020-03-05	IND	India
7034	3	0	3	2020-02-18	IND	India
7035	3	0	0	2020-02-09	IND	India
