id	confirmed	deaths	recovered	date	url	pays
11142	0	0	0	2020-01-23	NER	Niger
11143	657	20	127	2020-04-21	NER	Niger
11144	410	11	40	2020-04-09	NER	Niger
11145	0	0	0	2020-02-10	NER	Niger
11146	0	0	0	2020-02-01	NER	Niger
11147	0	0	0	2020-03-03	NER	Niger
11148	0	0	0	2020-02-12	NER	Niger
11149	529	12	75	2020-04-13	NER	Niger
11150	648	20	117	2020-04-19	NER	Niger
11151	491	11	41	2020-04-11	NER	Niger
11152	438	11	41	2020-04-10	NER	Niger
11153	0	0	0	2020-02-22	NER	Niger
11154	1	0	0	2020-03-20	NER	Niger
11155	0	0	0	2020-02-23	NER	Niger
11156	18	1	0	2020-03-29	NER	Niger
11157	0	0	0	2020-01-30	NER	Niger
11158	0	0	0	2020-01-31	NER	Niger
11159	662	22	193	2020-04-22	NER	Niger
11160	10	1	0	2020-03-28	NER	Niger
11161	0	0	0	2020-02-04	NER	Niger
11162	648	20	117	2020-04-20	NER	Niger
11163	0	0	0	2020-03-16	NER	Niger
11164	0	0	0	2020-03-05	NER	Niger
11165	10	1	0	2020-03-26	NER	Niger
11166	681	24	289	2020-04-24	NER	Niger
11167	0	0	0	2020-03-15	NER	Niger
11168	0	0	0	2020-03-04	NER	Niger
11169	0	0	0	2020-02-15	NER	Niger
11170	27	3	0	2020-03-31	NER	Niger
11171	10	1	0	2020-03-27	NER	Niger
11172	0	0	0	2020-02-17	NER	Niger
11173	0	0	0	2020-03-01	NER	Niger
11174	0	0	0	2020-03-07	NER	Niger
11175	0	0	0	2020-02-02	NER	Niger
11176	253	10	26	2020-04-06	NER	Niger
11177	0	0	0	2020-01-22	NER	Niger
11178	0	0	0	2020-02-09	NER	Niger
11179	0	0	0	2020-03-06	NER	Niger
11180	0	0	0	2020-02-24	NER	Niger
11181	278	11	26	2020-04-07	NER	Niger
11182	529	12	75	2020-04-12	NER	Niger
11183	639	19	113	2020-04-18	NER	Niger
11184	0	0	0	2020-02-08	NER	Niger
11185	0	0	0	2020-01-24	NER	Niger
11186	0	0	0	2020-03-14	NER	Niger
11187	0	0	0	2020-01-25	NGA	Nigeria
11188	30	0	2	2020-03-22	NGA	Nigeria
11189	305	7	58	2020-04-10	NGA	Nigeria
11190	0	0	0	2020-01-27	NGA	Nigeria
11191	0	0	0	2020-02-05	NGA	Nigeria
11192	232	5	33	2020-04-05	NGA	Nigeria
11193	2	0	0	2020-03-12	NGA	Nigeria
11194	0	0	0	2020-02-04	NGA	Nigeria
11195	0	0	0	2020-01-29	NGA	Nigeria
11196	1	0	0	2020-03-07	NGA	Nigeria
11197	665	22	188	2020-04-21	NGA	Nigeria
11198	0	0	0	2020-02-23	NGA	Nigeria
11199	1	0	0	2020-03-06	NGA	Nigeria
11200	0	0	0	2020-01-30	NGA	Nigeria
11201	373	11	99	2020-04-14	NGA	Nigeria
11202	70	1	3	2020-03-27	NGA	Nigeria
11203	0	0	0	2020-02-09	NGA	Nigeria
11204	0	0	0	2020-02-15	NGA	Nigeria
11205	0	0	0	2020-02-19	NGA	Nigeria
11206	22	0	1	2020-03-21	NGA	Nigeria
11207	1	0	0	2020-03-08	NGA	Nigeria
11208	2	0	0	2020-03-16	NGA	Nigeria
11209	44	1	2	2020-03-24	NGA	Nigeria
11210	0	0	0	2020-01-24	NGA	Nigeria
11211	0	0	0	2020-02-22	NGA	Nigeria
11212	0	0	0	2020-02-06	NGA	Nigeria
11213	627	21	170	2020-04-19	NGA	Nigeria
11214	493	17	159	2020-04-17	NGA	Nigeria
11215	174	2	9	2020-04-01	NGA	Nigeria
11216	65	1	2	2020-03-26	NGA	Nigeria
11217	2	0	0	2020-03-11	NGA	Nigeria
11218	1	0	0	2020-03-03	NGA	Nigeria
11219	0	0	0	2020-02-20	NGA	Nigeria
11220	1095	32	208	2020-04-24	NGA	Nigeria
11221	40	1	2	2020-03-23	NGA	Nigeria
11222	0	0	0	2020-01-22	NGA	Nigeria
11223	0	0	0	2020-02-10	NGA	Nigeria
11224	0	0	0	2020-01-31	NGA	Nigeria
11225	0	0	0	2020-02-25	NGA	Nigeria
11226	1	0	0	2020-03-02	NGA	Nigeria
11227	442	13	152	2020-04-16	NGA	Nigeria
11228	0	0	0	2020-02-16	NGA	Nigeria
11229	1	0	0	2020-03-01	NGA	Nigeria
11230	238	5	35	2020-04-06	NGA	Nigeria
11231	343	10	91	2020-04-13	NGA	Nigeria
11232	2	0	0	2020-03-10	NGA	Nigeria
11233	2	0	0	2020-03-14	NGA	Nigeria
11234	8	0	1	2020-03-19	NGA	Nigeria
11235	0	0	0	2020-02-27	NGA	Nigeria
11236	111	1	3	2020-03-29	NGA	Nigeria
11237	2	0	0	2020-03-09	NGA	Nigeria
11238	0	0	0	2020-02-21	NGA	Nigeria
11239	0	0	0	2020-02-07	NGA	Nigeria
11240	0	0	0	2020-02-13	NGA	Nigeria
11241	2	0	0	2020-03-13	NGA	Nigeria
11242	981	31	197	2020-04-23	NGA	Nigeria
11243	131	2	8	2020-03-30	NGA	Nigeria
11244	8	0	1	2020-03-18	NGA	Nigeria
11245	254	6	44	2020-04-07	NGA	Nigeria
11246	0	0	0	2020-02-24	NGA	Nigeria
11247	214	4	25	2020-04-04	NGA	Nigeria
11248	0	0	0	2020-02-26	NGA	Nigeria
11249	0	0	0	2020-02-17	NGA	Nigeria
11250	12	0	1	2020-03-20	NGA	Nigeria
11251	0	0	0	2020-02-12	NGA	Nigeria
11252	210	4	25	2020-04-03	NGA	Nigeria
11253	407	12	128	2020-04-15	NGA	Nigeria
11254	873	28	197	2020-04-22	NGA	Nigeria
11255	0	0	0	2020-02-03	NGA	Nigeria
11256	51	1	2	2020-03-25	NGA	Nigeria
11257	89	1	3	2020-03-28	NGA	Nigeria
11258	1	0	0	2020-02-29	NGA	Nigeria
11259	0	0	0	2020-01-26	NGA	Nigeria
11260	0	0	0	2020-02-02	NGA	Nigeria
11261	0	0	0	2020-01-23	NGA	Nigeria
11262	1	0	0	2020-03-04	NGA	Nigeria
11263	288	7	51	2020-04-09	NGA	Nigeria
11264	0	0	0	2020-02-08	NGA	Nigeria
11265	323	10	85	2020-04-12	NGA	Nigeria
11266	2	0	0	2020-03-15	NGA	Nigeria
11267	665	22	188	2020-04-20	NGA	Nigeria
11268	0	0	0	2020-02-18	NGA	Nigeria
11269	135	2	8	2020-03-31	NGA	Nigeria
11270	0	0	0	2020-02-14	NGA	Nigeria
11271	542	19	166	2020-04-18	NGA	Nigeria
11272	276	6	44	2020-04-08	NGA	Nigeria
11273	0	0	0	2020-02-01	NGA	Nigeria
11274	184	2	20	2020-04-02	NGA	Nigeria
11275	318	10	70	2020-04-11	NGA	Nigeria
11276	0	0	0	2020-01-28	NGA	Nigeria
11277	1	0	0	2020-03-05	NGA	Nigeria
11278	1	0	0	2020-02-28	NGA	Nigeria
11279	0	0	0	2020-02-11	NGA	Nigeria
11280	3	0	0	2020-03-17	NGA	Nigeria
11281	0	0	0	2020-01-26	NOR	Norway
11282	0	0	0	2020-01-24	NOR	Norway
11283	0	0	0	2020-01-23	NOR	Norway
11284	0	0	0	2020-01-30	NOR	Norway
11285	0	0	0	2020-02-02	NOR	Norway
11286	0	0	0	2020-02-06	NOR	Norway
11287	0	0	0	2020-01-22	NOR	Norway
11288	0	0	0	2020-02-18	NOR	Norway
11289	996	0	1	2020-03-13	NOR	Norway
11290	0	0	0	2020-01-27	NOR	Norway
11291	2621	10	1	2020-03-23	NOR	Norway
11292	0	0	0	2020-02-13	NOR	Norway
11293	7156	181	32	2020-04-20	NOR	Norway
11294	7401	194	32	2020-04-23	NOR	Norway
11295	6525	128	32	2020-04-12	NOR	Norway
11296	2118	7	1	2020-03-21	NOR	Norway
11297	0	0	0	2020-02-25	NOR	Norway
11298	6314	113	32	2020-04-10	NOR	Norway
11299	1914	7	1	2020-03-20	NOR	Norway
11300	0	0	0	2020-02-15	NOR	Norway
11301	4445	32	12	2020-03-30	NOR	Norway
11302	6896	152	32	2020-04-16	NOR	Norway
11303	3755	19	6	2020-03-27	NOR	Norway
11304	5370	59	32	2020-04-03	NOR	Norway
11305	1	0	0	2020-02-27	NOR	Norway
11306	6603	134	32	2020-04-13	NOR	Norway
11307	0	0	0	2020-02-23	NOR	Norway
11308	6086	89	32	2020-04-07	NOR	Norway
11309	4641	39	13	2020-03-31	NOR	Norway
11310	0	0	0	2020-02-01	NOR	Norway
11311	0	0	0	2020-02-09	NOR	Norway
11312	5550	62	32	2020-04-04	NOR	Norway
11313	1550	6	1	2020-03-18	NOR	Norway
11314	1	0	0	2020-02-26	NOR	Norway
11315	4863	44	13	2020-04-01	NOR	Norway
11316	7463	199	32	2020-04-24	NOR	Norway
11317	1333	3	1	2020-03-16	NOR	Norway
11318	0	0	0	2020-02-19	NOR	Norway
11319	0	0	0	2020-01-31	NOR	Norway
11320	0	0	0	2020-02-20	NOR	Norway
11321	598	0	1	2020-03-11	NOR	Norway
11322	25	0	0	2020-03-02	NOR	Norway
11323	0	0	0	2020-01-29	NOR	Norway
11324	6211	108	32	2020-04-09	NOR	Norway
11325	0	0	0	2020-02-24	NOR	Norway
11326	6	0	0	2020-02-28	NOR	Norway
11327	0	0	0	2020-02-14	NOR	Norway
11328	0	0	0	2020-02-07	NOR	Norway
11329	19	0	0	2020-03-01	NOR	Norway
11330	7078	165	32	2020-04-19	NOR	Norway
11331	87	0	0	2020-03-05	NOR	Norway
11332	1746	7	1	2020-03-19	NOR	Norway
11333	0	0	0	2020-02-03	NOR	Norway
11334	0	0	0	2020-02-08	NOR	Norway
11335	7338	187	32	2020-04-22	NOR	Norway
11336	176	0	0	2020-03-08	NOR	Norway
11337	6740	150	32	2020-04-15	NOR	Norway
11338	4015	23	7	2020-03-28	NOR	Norway
11339	32	0	0	2020-03-03	NOR	Norway
11340	0	0	0	2020-02-16	NOR	Norway
11341	702	0	1	2020-03-12	NOR	Norway
11342	0	0	0	2020-02-12	NOR	Norway
11343	7191	182	32	2020-04-21	NOR	Norway
11344	5865	76	32	2020-04-06	NOR	Norway
11345	0	0	0	2020-01-25	NOR	Norway
11346	400	0	1	2020-03-10	NOR	Norway
11347	3084	14	6	2020-03-25	NOR	Norway
11348	0	0	0	2020-02-05	NOR	Norway
11349	0	0	0	2020-02-11	NOR	Norway
11350	1090	3	1	2020-03-14	NOR	Norway
11351	147	0	0	2020-03-07	NOR	Norway
11352	6086	101	32	2020-04-08	NOR	Norway
11353	6409	119	32	2020-04-11	NOR	Norway
11354	0	0	0	2020-02-22	NOR	Norway
11355	6937	161	32	2020-04-17	NOR	Norway
11356	7036	164	32	2020-04-18	NOR	Norway
11357	2863	12	6	2020-03-24	NOR	Norway
11358	0	0	0	2020-02-21	NOR	Norway
11359	2385	7	1	2020-03-22	NOR	Norway
11360	1221	3	1	2020-03-15	NOR	Norway
11361	1463	3	1	2020-03-17	NOR	Norway
11362	108	0	0	2020-03-06	NOR	Norway
11363	205	0	1	2020-03-09	NOR	Norway
11364	0	0	0	2020-02-10	NOR	Norway
11365	3369	14	6	2020-03-26	NOR	Norway
11366	4284	25	7	2020-03-29	NOR	Norway
11367	15	0	0	2020-02-29	NOR	Norway
11368	5687	71	32	2020-04-05	NOR	Norway
11369	0	0	0	2020-02-17	NOR	Norway
11370	0	0	0	2020-01-28	NOR	Norway
11371	6623	139	32	2020-04-14	NOR	Norway
11372	0	0	0	2020-02-04	NOR	Norway
11373	56	0	0	2020-03-04	NOR	Norway
11374	5147	50	32	2020-04-02	NOR	Norway
11375	0	0	0	2020-02-23	PAK	Pakistan
11376	28	0	2	2020-03-13	PAK	Pakistan
11377	0	0	0	2020-02-14	PAK	Pakistan
11378	2	0	0	2020-02-27	PAK	Pakistan
11379	10076	212	2156	2020-04-22	PAK	Pakistan
11380	2	0	0	2020-02-26	PAK	Pakistan
11381	454	2	13	2020-03-19	PAK	Pakistan
11382	31	0	2	2020-03-14	PAK	Pakistan
11383	1717	21	76	2020-03-30	PAK	Pakistan
11384	2818	41	131	2020-04-04	PAK	Pakistan
11385	0	0	0	2020-01-26	PAK	Pakistan
11386	299	0	2	2020-03-18	PAK	Pakistan
11387	19	0	2	2020-03-11	PAK	Pakistan
11388	11155	237	2527	2020-04-23	PAK	Pakistan
11389	0	0	0	2020-01-23	PAK	Pakistan
11390	0	0	0	2020-01-30	PAK	Pakistan
11391	972	7	18	2020-03-24	PAK	Pakistan
11392	5	0	0	2020-03-05	PAK	Pakistan
11393	0	0	0	2020-02-04	PAK	Pakistan
11394	0	0	0	2020-02-22	PAK	Pakistan
11395	0	0	0	2020-02-18	PAK	Pakistan
11396	6	0	1	2020-03-09	PAK	Pakistan
11397	730	3	13	2020-03-21	PAK	Pakistan
11398	6	0	0	2020-03-07	PAK	Pakistan
11399	136	0	2	2020-03-16	PAK	Pakistan
11400	8348	168	1868	2020-04-19	PAK	Pakistan
11401	0	0	0	2020-02-25	PAK	Pakistan
11402	776	5	5	2020-03-22	PAK	Pakistan
11403	0	0	0	2020-02-16	PAK	Pakistan
11404	2	0	0	2020-02-28	PAK	Pakistan
11405	53	0	2	2020-03-15	PAK	Pakistan
11406	4263	61	467	2020-04-08	PAK	Pakistan
11407	0	0	0	2020-02-19	PAK	Pakistan
11408	2686	40	126	2020-04-03	PAK	Pakistan
11409	4	0	0	2020-03-02	PAK	Pakistan
11410	0	0	0	2020-02-03	PAK	Pakistan
11411	0	0	0	2020-01-25	PAK	Pakistan
11412	0	0	0	2020-02-10	PAK	Pakistan
11413	4035	57	429	2020-04-07	PAK	Pakistan
11414	1938	26	76	2020-03-31	PAK	Pakistan
11415	0	0	0	2020-01-29	PAK	Pakistan
11416	5230	91	1028	2020-04-12	PAK	Pakistan
11417	0	0	0	2020-02-21	PAK	Pakistan
11418	1063	8	21	2020-03-25	PAK	Pakistan
11419	0	0	0	2020-02-06	PAK	Pakistan
11420	5	0	0	2020-03-04	PAK	Pakistan
11421	0	0	0	2020-01-28	PAK	Pakistan
11422	0	0	0	2020-02-07	PAK	Pakistan
11423	6	0	0	2020-03-06	PAK	Pakistan
11424	1597	14	29	2020-03-29	PAK	Pakistan
11425	20	0	2	2020-03-12	PAK	Pakistan
11426	5496	93	1095	2020-04-13	PAK	Pakistan
11427	0	0	0	2020-02-11	PAK	Pakistan
11428	0	0	0	2020-02-09	PAK	Pakistan
11429	0	0	0	2020-02-01	PAK	Pakistan
11430	0	0	0	2020-02-12	PAK	Pakistan
11431	1201	9	21	2020-03-26	PAK	Pakistan
11432	9565	201	2073	2020-04-21	PAK	Pakistan
11433	501	3	13	2020-03-20	PAK	Pakistan
11434	4	0	0	2020-02-29	PAK	Pakistan
11435	0	0	0	2020-01-24	PAK	Pakistan
11436	6919	128	1645	2020-04-16	PAK	Pakistan
11437	0	0	0	2020-01-22	PAK	Pakistan
11438	0	0	0	2020-02-02	PAK	Pakistan
11439	7638	143	1832	2020-04-18	PAK	Pakistan
11440	0	0	0	2020-02-05	PAK	Pakistan
11441	4695	66	727	2020-04-10	PAK	Pakistan
11442	4489	65	572	2020-04-09	PAK	Pakistan
11443	0	0	0	2020-02-17	PAK	Pakistan
11444	2118	27	94	2020-04-01	PAK	Pakistan
11445	8418	176	1970	2020-04-20	PAK	Pakistan
11446	236	0	2	2020-03-17	PAK	Pakistan
11447	6383	111	1446	2020-04-15	PAK	Pakistan
11448	1373	11	23	2020-03-27	PAK	Pakistan
11449	6	0	1	2020-03-08	PAK	Pakistan
11450	2421	34	125	2020-04-02	PAK	Pakistan
11451	1495	12	29	2020-03-28	PAK	Pakistan
11452	7025	135	1765	2020-04-17	PAK	Pakistan
11453	0	0	0	2020-02-08	PAK	Pakistan
11454	0	0	0	2020-02-15	PAK	Pakistan
11455	875	6	5	2020-03-23	PAK	Pakistan
11456	4	0	0	2020-03-01	PAK	Pakistan
11457	11940	253	2755	2020-04-24	PAK	Pakistan
11458	0	0	0	2020-02-20	PAK	Pakistan
11459	0	0	0	2020-02-13	PAK	Pakistan
11460	5837	96	1378	2020-04-14	PAK	Pakistan
11461	5011	86	762	2020-04-11	PAK	Pakistan
11462	0	0	0	2020-02-24	PAK	Pakistan
11463	3157	47	211	2020-04-05	PAK	Pakistan
11464	5	0	0	2020-03-03	PAK	Pakistan
11465	16	0	1	2020-03-10	PAK	Pakistan
11466	0	0	0	2020-01-31	PAK	Pakistan
11467	0	0	0	2020-01-27	PAK	Pakistan
11468	3766	53	259	2020-04-06	PAK	Pakistan
11469	3472	94	61	2020-04-14	PAN	Panama
11470	4821	141	231	2020-04-22	PAN	Panama
11471	2100	55	14	2020-04-07	PAN	Panama
11472	0	0	0	2020-02-15	PAN	Panama
11473	0	0	0	2020-02-17	PAN	Panama
11474	0	0	0	2020-03-06	PAN	Panama
11475	0	0	0	2020-02-10	PAN	Panama
11476	0	0	0	2020-02-22	PAN	Panama
11477	0	0	0	2020-02-04	PAN	Panama
11478	0	0	0	2020-03-09	PAN	Panama
11479	0	0	0	2020-02-08	PAN	Panama
11480	989	24	4	2020-03-30	PAN	Panama
11481	43	1	0	2020-03-15	PAN	Panama
11482	0	0	0	2020-02-02	PAN	Panama
11483	1475	37	10	2020-04-03	PAN	Panama
11484	4658	136	204	2020-04-21	PAN	Panama
11485	0	0	0	2020-02-13	PAN	Panama
11486	3400	87	29	2020-04-13	PAN	Panama
11487	2974	74	17	2020-04-11	PAN	Panama
11488	0	0	0	2020-02-05	PAN	Panama
11489	0	0	0	2020-01-25	PAN	Panama
11490	1181	30	9	2020-03-31	PAN	Panama
11491	4273	120	140	2020-04-19	PAN	Panama
11492	0	0	0	2020-02-20	PAN	Panama
11493	0	0	0	2020-02-19	PAN	Panama
11494	3234	79	23	2020-04-12	PAN	Panama
11495	0	0	0	2020-03-08	PAN	Panama
11496	0	0	0	2020-02-28	PAN	Panama
11497	1988	54	13	2020-04-06	PAN	Panama
11498	0	0	0	2020-02-26	PAN	Panama
11499	0	0	0	2020-01-31	PAN	Panama
11500	345	6	0	2020-03-23	PAN	Panama
11501	901	17	4	2020-03-29	PAN	Panama
11502	86	1	0	2020-03-18	PAN	Panama
11503	558	8	2	2020-03-26	PAN	Panama
11504	313	3	0	2020-03-22	PAN	Panama
11505	0	0	0	2020-03-03	PAN	Panama
11506	4016	109	98	2020-04-17	PAN	Panama
11507	8	1	0	2020-03-11	PAN	Panama
11508	0	0	0	2020-01-23	PAN	Panama
11509	0	0	0	2020-03-07	PAN	Panama
11510	3574	95	72	2020-04-15	PAN	Panama
11511	3751	103	75	2020-04-16	PAN	Panama
11512	0	0	0	2020-03-01	PAN	Panama
11513	0	0	0	2020-01-30	PAN	Panama
11514	786	14	2	2020-03-28	PAN	Panama
11515	0	0	0	2020-02-18	PAN	Panama
11516	0	0	0	2020-01-22	PAN	Panama
11517	1	0	0	2020-03-10	PAN	Panama
11518	2528	63	16	2020-04-09	PAN	Panama
11519	674	9	2	2020-03-27	PAN	Panama
11520	0	0	0	2020-03-05	PAN	Panama
11521	1673	41	13	2020-04-04	PAN	Panama
11522	0	0	0	2020-02-06	PAN	Panama
11523	0	0	0	2020-02-03	PAN	Panama
11524	0	0	0	2020-02-27	PAN	Panama
11525	0	0	0	2020-02-01	PAN	Panama
11526	1317	32	9	2020-04-02	PAN	Panama
11527	2752	66	16	2020-04-10	PAN	Panama
11528	200	1	0	2020-03-21	PAN	Panama
11529	4210	116	122	2020-04-18	PAN	Panama
11530	0	0	0	2020-02-24	PAN	Panama
11531	0	0	0	2020-01-28	PAN	Panama
11532	0	0	0	2020-02-21	PAN	Panama
11533	0	0	0	2020-02-09	PAN	Panama
11534	55	1	0	2020-03-16	PAN	Panama
11535	4467	126	165	2020-04-20	PAN	Panama
11536	0	0	0	2020-02-12	PAN	Panama
11537	0	0	0	2020-02-23	PAN	Panama
11538	137	1	0	2020-03-20	PAN	Panama
11539	0	0	0	2020-02-11	PAN	Panama
11540	0	0	0	2020-02-25	PAN	Panama
11541	0	0	0	2020-02-14	PAN	Panama
11542	69	1	0	2020-03-17	PAN	Panama
11543	0	0	0	2020-01-26	PAN	Panama
11544	5166	146	271	2020-04-23	PAN	Panama
11545	0	0	0	2020-01-24	PAN	Panama
11546	36	1	0	2020-03-14	PAN	Panama
11547	1801	46	13	2020-04-05	PAN	Panama
11548	11	1	0	2020-03-12	PAN	Panama
11549	27	1	0	2020-03-13	PAN	Panama
11550	443	8	1	2020-03-25	PAN	Panama
11551	1181	30	9	2020-04-01	PAN	Panama
11552	109	1	0	2020-03-19	PAN	Panama
11553	345	6	1	2020-03-24	PAN	Panama
11554	0	0	0	2020-02-07	PAN	Panama
11555	0	0	0	2020-01-27	PAN	Panama
11556	0	0	0	2020-03-02	PAN	Panama
11557	0	0	0	2020-01-29	PAN	Panama
11558	0	0	0	2020-02-16	PAN	Panama
11559	0	0	0	2020-02-29	PAN	Panama
11560	0	0	0	2020-03-04	PAN	Panama
11561	5338	154	319	2020-04-24	PAN	Panama
11562	2249	59	16	2020-04-08	PAN	Panama
11563	0	0	0	2020-02-19	PNG	Papua New Guinea
11564	0	0	0	2020-02-27	PNG	Papua New Guinea
11565	1	0	0	2020-03-31	PNG	Papua New Guinea
11566	0	0	0	2020-02-22	PNG	Papua New Guinea
11567	0	0	0	2020-03-14	PNG	Papua New Guinea
11568	0	0	0	2020-01-26	PNG	Papua New Guinea
11569	7	0	0	2020-04-17	PNG	Papua New Guinea
11570	0	0	0	2020-02-21	PNG	Papua New Guinea
11571	0	0	0	2020-02-17	PNG	Papua New Guinea
11572	0	0	0	2020-02-02	PNG	Papua New Guinea
11573	0	0	0	2020-02-28	PNG	Papua New Guinea
11574	0	0	0	2020-02-08	PNG	Papua New Guinea
11575	0	0	0	2020-02-12	PNG	Papua New Guinea
11576	0	0	0	2020-02-29	PNG	Papua New Guinea
11577	2	0	0	2020-04-11	PNG	Papua New Guinea
11578	8	0	0	2020-04-22	PNG	Papua New Guinea
11579	2	0	0	2020-04-07	PNG	Papua New Guinea
11580	0	0	0	2020-02-01	PNG	Papua New Guinea
11581	2	0	0	2020-04-09	PNG	Papua New Guinea
11582	1	0	0	2020-03-27	PNG	Papua New Guinea
11583	0	0	0	2020-02-03	PNG	Papua New Guinea
11584	0	0	0	2020-03-04	PNG	Papua New Guinea
11585	0	0	0	2020-03-09	PNG	Papua New Guinea
11586	0	0	0	2020-03-03	PNG	Papua New Guinea
11587	0	0	0	2020-03-11	PNG	Papua New Guinea
11588	0	0	0	2020-03-17	PNG	Papua New Guinea
11589	0	0	0	2020-02-13	PNG	Papua New Guinea
11590	2	0	0	2020-04-13	PNG	Papua New Guinea
11591	1	0	0	2020-04-05	PNG	Papua New Guinea
11592	1	0	0	2020-03-30	PNG	Papua New Guinea
11593	0	0	0	2020-02-26	PNG	Papua New Guinea
11594	2	0	0	2020-04-10	PNG	Papua New Guinea
11595	7	0	0	2020-04-19	PNG	Papua New Guinea
11596	0	0	0	2020-02-15	PNG	Papua New Guinea
11597	1	0	0	2020-04-02	PNG	Papua New Guinea
11598	0	0	0	2020-02-20	PNG	Papua New Guinea
11599	0	0	0	2020-03-02	PNG	Papua New Guinea
11600	0	0	0	2020-01-28	PNG	Papua New Guinea
11601	7	0	0	2020-04-16	PNG	Papua New Guinea
11602	0	0	0	2020-02-07	PNG	Papua New Guinea
11603	0	0	0	2020-03-01	PNG	Papua New Guinea
11604	7	0	0	2020-04-18	PNG	Papua New Guinea
11605	0	0	0	2020-03-19	PNG	Papua New Guinea
11606	0	0	0	2020-01-24	PNG	Papua New Guinea
11607	0	0	0	2020-03-12	PNG	Papua New Guinea
11608	0	0	0	2020-03-15	PNG	Papua New Guinea
11609	0	0	0	2020-03-16	PNG	Papua New Guinea
11610	0	0	0	2020-02-10	PNG	Papua New Guinea
11611	0	0	0	2020-03-10	PNG	Papua New Guinea
11612	1	0	0	2020-03-21	PNG	Papua New Guinea
11613	0	0	0	2020-03-07	PNG	Papua New Guinea
11614	1	0	0	2020-03-24	PNG	Papua New Guinea
11615	0	0	0	2020-02-25	PNG	Papua New Guinea
11616	0	0	0	2020-03-05	PNG	Papua New Guinea
11617	1	0	0	2020-04-04	PNG	Papua New Guinea
11618	0	0	0	2020-02-14	PNG	Papua New Guinea
11619	0	0	0	2020-02-16	PNG	Papua New Guinea
11620	2	0	0	2020-04-12	PNG	Papua New Guinea
11621	1	0	0	2020-03-29	PNG	Papua New Guinea
11622	2	0	0	2020-04-08	PNG	Papua New Guinea
11623	0	0	0	2020-01-30	PNG	Papua New Guinea
11624	0	0	0	2020-02-05	PNG	Papua New Guinea
11625	8	0	0	2020-04-23	PNG	Papua New Guinea
11626	0	0	0	2020-02-11	PNG	Papua New Guinea
11627	0	0	0	2020-02-24	PNG	Papua New Guinea
11628	1	0	0	2020-03-26	PNG	Papua New Guinea
11629	0	0	0	2020-02-18	PNG	Papua New Guinea
11630	0	0	0	2020-01-22	PNG	Papua New Guinea
11631	2	0	0	2020-04-15	PNG	Papua New Guinea
11632	0	0	0	2020-01-31	PNG	Papua New Guinea
11633	0	0	0	2020-03-06	PNG	Papua New Guinea
11634	1	0	0	2020-04-03	PNG	Papua New Guinea
11635	7	0	0	2020-04-21	PNG	Papua New Guinea
11636	1	0	0	2020-04-01	PNG	Papua New Guinea
11637	0	0	0	2020-03-18	PNG	Papua New Guinea
11638	0	0	0	2020-02-04	PNG	Papua New Guinea
11639	2	0	0	2020-04-14	PNG	Papua New Guinea
11640	1	0	0	2020-03-20	PNG	Papua New Guinea
11641	0	0	0	2020-01-23	PNG	Papua New Guinea
11642	1	0	0	2020-03-28	PNG	Papua New Guinea
11643	7	0	0	2020-04-20	PNG	Papua New Guinea
11644	1	0	0	2020-03-25	PNG	Papua New Guinea
11645	0	0	0	2020-03-08	PNG	Papua New Guinea
11646	1	0	0	2020-03-22	PNG	Papua New Guinea
11647	1	0	0	2020-03-23	PNG	Papua New Guinea
11648	0	0	0	2020-02-09	PNG	Papua New Guinea
11649	0	0	0	2020-03-13	PNG	Papua New Guinea
11650	0	0	0	2020-02-06	PNG	Papua New Guinea
11651	0	0	0	2020-01-25	PNG	Papua New Guinea
11652	0	0	0	2020-01-27	PNG	Papua New Guinea
11653	0	0	0	2020-01-29	PNG	Papua New Guinea
11654	0	0	0	2020-02-23	PNG	Papua New Guinea
11655	8	0	0	2020-04-24	PNG	Papua New Guinea
11656	2	0	0	2020-04-06	PNG	Papua New Guinea
11657	1	0	0	2020-03-08	PRY	Paraguay
11658	59	3	1	2020-03-29	PRY	Paraguay
11659	1	0	0	2020-03-09	PRY	Paraguay
11660	56	3	1	2020-03-28	PRY	Paraguay
11661	41	3	0	2020-03-26	PRY	Paraguay
11662	64	3	1	2020-03-30	PRY	Paraguay
11663	0	0	0	2020-02-21	PRY	Paraguay
11664	0	0	0	2020-03-03	PRY	Paraguay
11665	0	0	0	2020-02-28	PRY	Paraguay
11666	0	0	0	2020-02-16	PRY	Paraguay
11667	11	0	0	2020-03-19	PRY	Paraguay
11668	22	1	0	2020-03-23	PRY	Paraguay
11669	5	0	0	2020-03-11	PRY	Paraguay
11670	11	0	0	2020-03-18	PRY	Paraguay
11671	92	3	6	2020-04-03	PRY	Paraguay
11672	0	0	0	2020-01-31	PRY	Paraguay
11673	115	5	15	2020-04-07	PRY	Paraguay
11674	0	0	0	2020-03-04	PRY	Paraguay
11675	0	0	0	2020-02-29	PRY	Paraguay
11676	6	0	0	2020-03-15	PRY	Paraguay
11677	0	0	0	2020-03-06	PRY	Paraguay
11678	0	0	0	2020-01-27	PRY	Paraguay
11679	0	0	0	2020-02-04	PRY	Paraguay
11680	0	0	0	2020-02-01	PRY	Paraguay
11681	0	0	0	2020-02-11	PRY	Paraguay
11682	0	0	0	2020-01-22	PRY	Paraguay
11683	134	6	22	2020-04-12	PRY	Paraguay
