id	dep	sexe	jour	actue_hospit	actu_rea	recovered	deaths
14116	"58"	0	"2020-05-03"	49	4	48	23
14117	"58"	1	"2020-05-03"	19	3	16	12
14118	"58"	2	"2020-05-03"	30	1	32	11
14119	"59"	0	"2020-05-03"	863	165	1358	445
14120	"59"	1	"2020-05-03"	418	121	713	233
14121	"59"	2	"2020-05-03"	444	44	645	210
14122	"60"	0	"2020-05-03"	415	39	775	337
14123	"60"	1	"2020-05-03"	185	30	400	196
14124	"60"	2	"2020-05-03"	230	9	373	141
14125	"61"	0	"2020-05-03"	66	10	156	28
14126	"61"	1	"2020-05-03"	36	10	65	18
14127	"61"	2	"2020-05-03"	30	0	91	10
14128	"62"	0	"2020-05-03"	413	69	873	231
14129	"62"	1	"2020-05-03"	196	47	426	134
14130	"62"	2	"2020-05-03"	214	21	444	97
14131	"63"	0	"2020-05-03"	42	15	134	36
14132	"63"	1	"2020-05-03"	23	11	73	22
14133	"63"	2	"2020-05-03"	19	4	61	14
14134	"64"	0	"2020-05-03"	45	5	171	25
14135	"64"	1	"2020-05-03"	24	5	91	18
14136	"64"	2	"2020-05-03"	21	0	80	7
14137	"65"	0	"2020-05-03"	65	5	96	21
14138	"65"	1	"2020-05-03"	28	4	50	9
14139	"65"	2	"2020-05-03"	37	1	46	12
14140	"66"	0	"2020-05-03"	14	8	262	33
14141	"66"	1	"2020-05-03"	10	7	115	15
14142	"66"	2	"2020-05-03"	4	1	147	18
14143	"67"	0	"2020-05-03"	837	142	1740	542
14144	"67"	1	"2020-05-03"	439	101	962	319
14145	"67"	2	"2020-05-03"	396	41	772	223
14146	"68"	0	"2020-05-03"	834	93	1946	696
14147	"68"	1	"2020-05-03"	421	68	1058	423
14148	"68"	2	"2020-05-03"	412	25	885	268
14149	"69"	0	"2020-05-03"	1104	158	1865	529
14150	"69"	1	"2020-05-03"	545	123	902	289
14151	"69"	2	"2020-05-03"	557	35	933	232
14152	"70"	0	"2020-05-03"	100	7	174	71
14153	"70"	1	"2020-05-03"	55	5	89	45
14154	"70"	2	"2020-05-03"	45	2	84	26
14155	"71"	0	"2020-05-03"	229	25	456	163
14156	"71"	1	"2020-05-03"	104	21	215	83
14157	"71"	2	"2020-05-03"	125	4	239	80
14158	"72"	0	"2020-05-03"	129	9	232	57
14159	"72"	1	"2020-05-03"	60	9	120	31
14160	"72"	2	"2020-05-03"	69	0	112	26
14161	"73"	0	"2020-05-03"	69	9	326	45
14162	"73"	1	"2020-05-03"	37	7	147	29
14163	"73"	2	"2020-05-03"	32	2	179	16
14164	"74"	0	"2020-05-03"	201	26	657	141
14165	"74"	1	"2020-05-03"	108	18	360	94
14166	"74"	2	"2020-05-03"	93	8	293	47
14167	"75"	0	"2020-05-03"	2177	430	4229	1493
14168	"75"	1	"2020-05-03"	1200	318	2438	941
14169	"75"	2	"2020-05-03"	965	111	1766	546
14170	"76"	0	"2020-05-03"	190	35	566	155
14171	"76"	1	"2020-05-03"	94	27	279	96
14172	"76"	2	"2020-05-03"	96	8	287	58
14173	"77"	0	"2020-05-03"	653	126	1762	506
14174	"77"	1	"2020-05-03"	344	91	1011	308
14175	"77"	2	"2020-05-03"	309	35	745	198
14176	"78"	0	"2020-05-03"	797	91	1470	432
14177	"78"	1	"2020-05-03"	376	76	820	266
14178	"78"	2	"2020-05-03"	416	15	646	166
14179	"79"	0	"2020-05-03"	16	2	46	19
14180	"79"	1	"2020-05-03"	8	0	23	11
14181	"79"	2	"2020-05-03"	8	2	23	8
14182	"80"	0	"2020-05-03"	255	40	528	182
14183	"80"	1	"2020-05-03"	117	33	255	109
14184	"80"	2	"2020-05-03"	138	7	267	73
14185	"81"	0	"2020-05-03"	38	10	79	20
14186	"81"	1	"2020-05-03"	19	8	38	8
14187	"81"	2	"2020-05-03"	19	2	41	12
14188	"82"	0	"2020-05-03"	12	6	32	4
14189	"82"	1	"2020-05-03"	6	4	19	4
14190	"82"	2	"2020-05-03"	6	2	13	0
14191	"83"	0	"2020-05-03"	236	30	685	113
14192	"83"	1	"2020-05-03"	125	23	407	60
14193	"83"	2	"2020-05-03"	110	7	277	52
14194	"84"	0	"2020-05-03"	72	6	178	28
14195	"84"	1	"2020-05-03"	39	5	94	18
14196	"84"	2	"2020-05-03"	33	1	84	10
14197	"85"	0	"2020-05-03"	49	12	145	31
14198	"85"	1	"2020-05-03"	28	10	76	21
14199	"85"	2	"2020-05-03"	21	2	69	10
14200	"86"	0	"2020-05-03"	45	9	90	31
14201	"86"	1	"2020-05-03"	27	5	44	16
14202	"86"	2	"2020-05-03"	18	4	46	15
14203	"87"	0	"2020-05-03"	37	6	95	22
14204	"87"	1	"2020-05-03"	16	4	47	11
14205	"87"	2	"2020-05-03"	21	2	47	11
14206	"88"	0	"2020-05-03"	213	13	477	237
14207	"88"	1	"2020-05-03"	89	8	251	141
14208	"88"	2	"2020-05-03"	124	5	225	96
14209	"89"	0	"2020-05-03"	106	18	173	64
14210	"89"	1	"2020-05-03"	54	17	88	35
14211	"89"	2	"2020-05-03"	51	1	85	29
14212	"90"	0	"2020-05-03"	129	17	373	151
14213	"90"	1	"2020-05-03"	68	15	217	89
14214	"90"	2	"2020-05-03"	61	2	156	62
14215	"91"	0	"2020-05-03"	1178	147	1249	423
14216	"91"	1	"2020-05-03"	552	95	727	249
14217	"91"	2	"2020-05-03"	618	52	515	171
14218	"92"	0	"2020-05-03"	1738	247	2875	887
14219	"92"	1	"2020-05-03"	906	185	1626	530
14220	"92"	2	"2020-05-03"	826	61	1240	356
14221	"93"	0	"2020-05-03"	1429	178	2275	845
14222	"93"	1	"2020-05-03"	730	119	1309	532
14223	"93"	2	"2020-05-03"	691	57	950	311
14224	"94"	0	"2020-05-03"	1830	241	2471	949
14225	"94"	1	"2020-05-03"	935	176	1359	553
14226	"94"	2	"2020-05-03"	885	65	1093	385
14227	"95"	0	"2020-05-03"	883	90	1725	581
14228	"95"	1	"2020-05-03"	442	63	1017	369
14229	"95"	2	"2020-05-03"	441	27	704	212
14230	"971"	0	"2020-05-03"	16	6	72	17
14231	"971"	1	"2020-05-03"	14	5	34	8
14232	"971"	2	"2020-05-03"	2	1	38	9
14233	"972"	0	"2020-05-03"	21	8	77	14
14234	"972"	1	"2020-05-03"	15	8	41	10
14235	"972"	2	"2020-05-03"	6	0	36	4
14236	"973"	0	"2020-05-03"	2	0	36	1
14237	"973"	1	"2020-05-03"	1	0	17	1
14238	"973"	2	"2020-05-03"	1	0	19	0
14239	"974"	0	"2020-05-03"	4	2	111	0
14240	"974"	1	"2020-05-03"	4	2	53	0
14241	"974"	2	"2020-05-03"	0	0	58	0
14242	"976"	0	"2020-05-03"	38	6	97	8
14243	"976"	1	"2020-05-03"	23	5	53	7
14244	"976"	2	"2020-05-03"	15	1	42	1
14245	"01"	0	"2020-05-04"	157	11	267	81
14246	"01"	1	"2020-05-04"	82	9	138	46
14247	"01"	2	"2020-05-04"	74	2	127	35
14248	"02"	0	"2020-05-04"	277	34	645	220
14249	"02"	1	"2020-05-04"	148	21	259	132
14250	"02"	2	"2020-05-04"	128	13	384	87
14251	"03"	0	"2020-05-04"	46	14	125	27
14252	"03"	1	"2020-05-04"	27	10	52	12
14253	"03"	2	"2020-05-04"	19	4	73	15
14254	"04"	0	"2020-05-04"	23	2	107	8
14255	"04"	1	"2020-05-04"	7	1	45	6
14256	"04"	2	"2020-05-04"	16	1	62	2
14257	"05"	0	"2020-05-04"	37	6	99	8
14258	"05"	1	"2020-05-04"	13	5	58	3
14259	"05"	2	"2020-05-04"	24	1	41	5
14260	"06"	0	"2020-05-04"	202	28	487	146
14261	"06"	1	"2020-05-04"	101	21	240	76
14262	"06"	2	"2020-05-04"	97	5	240	70
14263	"07"	0	"2020-05-04"	140	12	211	72
14264	"07"	1	"2020-05-04"	66	12	121	54
14265	"07"	2	"2020-05-04"	74	0	89	18
14266	"08"	0	"2020-05-04"	45	10	118	41
14267	"08"	1	"2020-05-04"	20	7	60	25
14268	"08"	2	"2020-05-04"	25	3	57	16
14269	"09"	0	"2020-05-04"	7	1	29	2
14270	"09"	1	"2020-05-04"	4	1	14	1
14271	"09"	2	"2020-05-04"	3	0	15	1
14272	"10"	0	"2020-05-04"	221	15	446	113
14273	"10"	1	"2020-05-04"	122	12	242	74
14274	"10"	2	"2020-05-04"	98	2	203	39
14275	"11"	0	"2020-05-04"	35	3	176	52
14276	"11"	1	"2020-05-04"	18	3	95	36
14277	"11"	2	"2020-05-04"	17	0	81	16
14278	"12"	0	"2020-05-04"	26	2	116	22
14279	"12"	1	"2020-05-04"	13	2	55	13
14280	"12"	2	"2020-05-04"	13	0	61	9
14281	"13"	0	"2020-05-04"	905	150	2399	427
14282	"13"	1	"2020-05-04"	466	112	1234	231
14283	"13"	2	"2020-05-04"	438	37	1140	195
14284	"14"	0	"2020-05-04"	146	22	179	63
14285	"14"	1	"2020-05-04"	64	21	98	42
14286	"14"	2	"2020-05-04"	82	1	81	21
14287	"15"	0	"2020-05-04"	25	3	30	7
14288	"15"	1	"2020-05-04"	17	2	17	4
14289	"15"	2	"2020-05-04"	8	1	13	3
14290	"16"	0	"2020-05-04"	4	3	42	12
14291	"16"	1	"2020-05-04"	4	3	24	7
14292	"16"	2	"2020-05-04"	0	0	18	5
14293	"17"	0	"2020-05-04"	59	11	97	43
14294	"17"	1	"2020-05-04"	33	8	57	29
14295	"17"	2	"2020-05-04"	26	3	40	14
14296	"18"	0	"2020-05-04"	90	4	87	60
14297	"18"	1	"2020-05-04"	41	3	46	30
14298	"18"	2	"2020-05-04"	49	1	41	30
14299	"19"	0	"2020-05-04"	76	9	71	28
14300	"19"	1	"2020-05-04"	40	6	41	23
14301	"19"	2	"2020-05-04"	36	3	30	5
14302	"21"	0	"2020-05-04"	273	50	673	220
14303	"21"	1	"2020-05-04"	115	26	307	126
14304	"21"	2	"2020-05-04"	158	24	363	94
14305	"22"	0	"2020-05-04"	52	4	140	26
14306	"22"	1	"2020-05-04"	24	2	69	16
14307	"22"	2	"2020-05-04"	28	2	71	10
14308	"23"	0	"2020-05-04"	19	8	39	5
14309	"23"	1	"2020-05-04"	11	4	23	3
14310	"23"	2	"2020-05-04"	8	4	16	2
14311	"24"	0	"2020-05-04"	25	1	61	9
14312	"24"	1	"2020-05-04"	12	0	34	3
14313	"24"	2	"2020-05-04"	13	1	27	6
14314	"25"	0	"2020-05-04"	156	38	435	121
14315	"25"	1	"2020-05-04"	86	30	229	71
14316	"25"	2	"2020-05-04"	69	7	206	49
14317	"26"	0	"2020-05-04"	102	22	405	120
14318	"26"	1	"2020-05-04"	60	15	218	71
14319	"26"	2	"2020-05-04"	42	7	187	49
14320	"27"	0	"2020-05-04"	109	8	107	70
14321	"27"	1	"2020-05-04"	48	7	50	34
14322	"27"	2	"2020-05-04"	61	1	56	36
14323	"28"	0	"2020-05-04"	219	17	339	96
14324	"28"	1	"2020-05-04"	103	14	171	46
14325	"28"	2	"2020-05-04"	114	3	157	50
14326	"29"	0	"2020-05-04"	57	12	134	38
14327	"29"	1	"2020-05-04"	30	8	80	24
14328	"29"	2	"2020-05-04"	27	4	54	14
14329	"2A"	0	"2020-05-04"	48	6	99	43
14330	"2A"	1	"2020-05-04"	17	5	42	27
14331	"2A"	2	"2020-05-04"	31	1	57	16
14332	"2B"	0	"2020-05-04"	9	2	93	8
14333	"2B"	1	"2020-05-04"	4	1	49	5
14334	"2B"	2	"2020-05-04"	5	1	44	3
14335	"30"	0	"2020-05-04"	106	21	200	70
14336	"30"	1	"2020-05-04"	53	14	107	34
14337	"30"	2	"2020-05-04"	53	7	93	36
14338	"31"	0	"2020-05-04"	123	40	487	53
14339	"31"	1	"2020-05-04"	78	31	262	38
14340	"31"	2	"2020-05-04"	43	9	225	15
14341	"32"	0	"2020-05-04"	27	3	52	19
14342	"32"	1	"2020-05-04"	14	3	29	12
14343	"32"	2	"2020-05-04"	13	0	23	7
14344	"33"	0	"2020-05-04"	212	44	684	122
14345	"33"	1	"2020-05-04"	109	32	342	59
14346	"33"	2	"2020-05-04"	103	12	342	63
14347	"34"	0	"2020-05-04"	103	26	556	107
14348	"34"	1	"2020-05-04"	51	22	277	61
14349	"34"	2	"2020-05-04"	51	4	278	46
14350	"35"	0	"2020-05-04"	136	14	296	75
14351	"35"	1	"2020-05-04"	79	10	172	39
14352	"35"	2	"2020-05-04"	57	4	123	36
14353	"36"	0	"2020-05-04"	126	8	65	68
14354	"36"	1	"2020-05-04"	59	2	24	39
14355	"36"	2	"2020-05-04"	66	6	40	29
14356	"37"	0	"2020-05-04"	162	28	211	63
14357	"37"	1	"2020-05-04"	77	23	103	42
14358	"37"	2	"2020-05-04"	85	5	107	21
14359	"38"	0	"2020-05-04"	167	24	460	110
14360	"38"	1	"2020-05-04"	87	17	222	63
14361	"38"	2	"2020-05-04"	79	7	238	47
14362	"39"	0	"2020-05-04"	97	5	171	48
14363	"39"	1	"2020-05-04"	34	3	75	25
14364	"39"	2	"2020-05-04"	63	2	95	23
14365	"40"	0	"2020-05-04"	18	3	57	10
14366	"40"	1	"2020-05-04"	11	2	32	6
14367	"40"	2	"2020-05-04"	7	1	25	4
14368	"41"	0	"2020-05-04"	138	12	139	49
14369	"41"	1	"2020-05-04"	69	10	70	28
14370	"41"	2	"2020-05-04"	69	2	69	21
14371	"42"	0	"2020-05-04"	386	58	636	195
14372	"42"	1	"2020-05-04"	202	49	333	134
14373	"42"	2	"2020-05-04"	184	9	303	61
14374	"43"	0	"2020-05-04"	31	1	72	11
14375	"43"	1	"2020-05-04"	12	1	27	7
14376	"43"	2	"2020-05-04"	19	0	45	4
14377	"44"	0	"2020-05-04"	213	21	429	128
14378	"44"	1	"2020-05-04"	109	15	229	73
14379	"44"	2	"2020-05-04"	104	6	199	55
14380	"45"	0	"2020-05-04"	246	44	407	75
14381	"45"	1	"2020-05-04"	131	32	208	45
14382	"45"	2	"2020-05-04"	114	12	199	30
14383	"46"	0	"2020-05-04"	15	1	50	19
14384	"46"	1	"2020-05-04"	5	1	28	8
14385	"46"	2	"2020-05-04"	10	0	22	11
14386	"47"	0	"2020-05-04"	29	3	43	8
14387	"47"	1	"2020-05-04"	15	2	25	7
14388	"47"	2	"2020-05-04"	14	1	18	1
14389	"48"	0	"2020-05-04"	2	0	18	1
14390	"48"	1	"2020-05-04"	0	0	10	1
14391	"48"	2	"2020-05-04"	2	0	8	0
14392	"49"	0	"2020-05-04"	157	21	406	102
14393	"49"	1	"2020-05-04"	86	16	201	61
14394	"49"	2	"2020-05-04"	71	5	205	41
14395	"50"	0	"2020-05-04"	59	8	101	41
14396	"50"	1	"2020-05-04"	37	7	50	20
14397	"50"	2	"2020-05-04"	22	1	50	21
14398	"51"	0	"2020-05-04"	328	32	714	220
14399	"51"	1	"2020-05-04"	183	28	328	131
14400	"51"	2	"2020-05-04"	141	4	381	89
14401	"52"	0	"2020-05-04"	78	15	144	59
14402	"52"	1	"2020-05-04"	37	7	86	26
14403	"52"	2	"2020-05-04"	41	8	58	33
14404	"53"	0	"2020-05-04"	80	6	89	34
14405	"53"	1	"2020-05-04"	32	4	47	20
14406	"53"	2	"2020-05-04"	48	2	42	14
14407	"54"	0	"2020-05-04"	361	82	769	290
14408	"54"	1	"2020-05-04"	187	63	372	176
14409	"54"	2	"2020-05-04"	173	19	391	114
14410	"55"	0	"2020-05-04"	135	13	284	88
14411	"55"	1	"2020-05-04"	69	9	138	47
14412	"55"	2	"2020-05-04"	66	4	146	41
14413	"56"	0	"2020-05-04"	120	15	301	83
14414	"56"	1	"2020-05-04"	64	12	164	51
14415	"56"	2	"2020-05-04"	56	3	132	32
14416	"57"	0	"2020-05-04"	723	88	1719	683
14417	"57"	1	"2020-05-04"	375	64	873	385
14418	"57"	2	"2020-05-04"	345	24	839	294
14419	"58"	0	"2020-05-04"	49	4	48	23
14420	"58"	1	"2020-05-04"	19	3	16	12
14421	"58"	2	"2020-05-04"	30	1	32	11
14422	"59"	0	"2020-05-04"	878	167	1365	448
14423	"59"	1	"2020-05-04"	422	121	717	234
14424	"59"	2	"2020-05-04"	453	45	648	211
14425	"60"	0	"2020-05-04"	414	38	779	339
14426	"60"	1	"2020-05-04"	185	29	399	198
14427	"60"	2	"2020-05-04"	229	9	378	141
14428	"61"	0	"2020-05-04"	75	9	157	29
14429	"61"	1	"2020-05-04"	42	9	66	19
14430	"61"	2	"2020-05-04"	32	0	91	10
14431	"62"	0	"2020-05-04"	412	67	890	238
14432	"62"	1	"2020-05-04"	199	46	433	136
14433	"62"	2	"2020-05-04"	210	20	455	102
14434	"63"	0	"2020-05-04"	43	15	134	36
14435	"63"	1	"2020-05-04"	23	11	73	22
14436	"63"	2	"2020-05-04"	20	4	61	14
14437	"64"	0	"2020-05-04"	46	5	171	25
14438	"64"	1	"2020-05-04"	24	5	91	18
14439	"64"	2	"2020-05-04"	22	0	80	7
14440	"65"	0	"2020-05-04"	66	5	96	22
14441	"65"	1	"2020-05-04"	30	4	50	9
14442	"65"	2	"2020-05-04"	36	1	46	13
14443	"66"	0	"2020-05-04"	15	8	262	33
14444	"66"	1	"2020-05-04"	10	7	115	15
14445	"66"	2	"2020-05-04"	5	1	147	18
14446	"67"	0	"2020-05-04"	829	141	1753	547
14447	"67"	1	"2020-05-04"	436	100	967	321
14448	"67"	2	"2020-05-04"	391	41	780	226
14449	"68"	0	"2020-05-04"	843	90	1955	701
14450	"68"	1	"2020-05-04"	436	65	1060	427
14451	"68"	2	"2020-05-04"	406	25	892	269
14452	"69"	0	"2020-05-04"	1073	150	1889	536
14453	"69"	1	"2020-05-04"	527	118	916	292
14454	"69"	2	"2020-05-04"	544	32	943	236
14455	"70"	0	"2020-05-04"	98	7	180	73
14456	"70"	1	"2020-05-04"	53	5	94	47
14457	"70"	2	"2020-05-04"	45	2	85	26
14458	"71"	0	"2020-05-04"	222	21	463	166
14459	"71"	1	"2020-05-04"	99	17	218	84
14460	"71"	2	"2020-05-04"	123	4	243	82
14461	"72"	0	"2020-05-04"	126	9	231	61
14462	"72"	1	"2020-05-04"	59	9	119	32
14463	"72"	2	"2020-05-04"	67	0	112	29
14464	"73"	0	"2020-05-04"	66	8	328	48
14465	"73"	1	"2020-05-04"	33	6	148	32
14466	"73"	2	"2020-05-04"	33	2	180	16
14467	"74"	0	"2020-05-04"	203	27	659	143
14468	"74"	1	"2020-05-04"	109	19	361	96
14469	"74"	2	"2020-05-04"	94	8	294	47
14470	"75"	0	"2020-05-04"	2155	420	4259	1517
14471	"75"	1	"2020-05-04"	1183	311	2458	956
14472	"75"	2	"2020-05-04"	961	108	1775	555
14473	"76"	0	"2020-05-04"	188	34	573	156
14474	"76"	1	"2020-05-04"	92	26	283	96
14475	"76"	2	"2020-05-04"	96	8	290	59
14476	"77"	0	"2020-05-04"	640	113	1785	523
14477	"77"	1	"2020-05-04"	329	81	1027	320
14478	"77"	2	"2020-05-04"	311	32	752	203
14479	"78"	0	"2020-05-04"	793	89	1481	437
14480	"78"	1	"2020-05-04"	371	74	825	269
14481	"78"	2	"2020-05-04"	417	15	652	168
14482	"79"	0	"2020-05-04"	15	2	46	19
14483	"79"	1	"2020-05-04"	7	0	23	11
14484	"79"	2	"2020-05-04"	8	2	23	8
14485	"80"	0	"2020-05-04"	252	40	532	183
14486	"80"	1	"2020-05-04"	117	33	256	109
14487	"80"	2	"2020-05-04"	135	7	270	74
14488	"81"	0	"2020-05-04"	37	10	80	20
14489	"81"	1	"2020-05-04"	19	8	38	8
14490	"81"	2	"2020-05-04"	18	2	42	12
14491	"82"	0	"2020-05-04"	10	6	32	4
14492	"82"	1	"2020-05-04"	4	4	19	4
14493	"82"	2	"2020-05-04"	6	2	13	0
14494	"83"	0	"2020-05-04"	234	30	698	115
14495	"83"	1	"2020-05-04"	124	23	414	62
14496	"83"	2	"2020-05-04"	109	7	283	52
14497	"84"	0	"2020-05-04"	72	6	183	28
14498	"84"	1	"2020-05-04"	37	5	98	18
14499	"84"	2	"2020-05-04"	35	1	85	10
14500	"85"	0	"2020-05-04"	47	10	145	32
14501	"85"	1	"2020-05-04"	26	8	76	22
14502	"85"	2	"2020-05-04"	21	2	69	10
14503	"86"	0	"2020-05-04"	43	8	94	33
14504	"86"	1	"2020-05-04"	25	5	48	18
14505	"86"	2	"2020-05-04"	18	3	46	15
14506	"87"	0	"2020-05-04"	37	6	95	22
14507	"87"	1	"2020-05-04"	16	4	47	11
14508	"87"	2	"2020-05-04"	21	2	47	11
14509	"88"	0	"2020-05-04"	210	12	482	241
14510	"88"	1	"2020-05-04"	87	8	253	142
14511	"88"	2	"2020-05-04"	123	4	228	99
14512	"89"	0	"2020-05-04"	115	20	173	65
14513	"89"	1	"2020-05-04"	57	18	88	35
14514	"89"	2	"2020-05-04"	57	2	85	30
14515	"90"	0	"2020-05-04"	131	16	369	153
14516	"90"	1	"2020-05-04"	69	14	215	90
14517	"90"	2	"2020-05-04"	62	2	154	63
14518	"91"	0	"2020-05-04"	1162	139	1272	428
14519	"91"	1	"2020-05-04"	543	93	740	251
14520	"91"	2	"2020-05-04"	611	46	525	174
14521	"92"	0	"2020-05-04"	1716	241	2910	896
14522	"92"	1	"2020-05-04"	903	183	1639	532
14523	"92"	2	"2020-05-04"	807	57	1262	363
14524	"93"	0	"2020-05-04"	1432	173	2297	855
14525	"93"	1	"2020-05-04"	732	115	1322	538
14526	"93"	2	"2020-05-04"	692	56	959	315
14527	"94"	0	"2020-05-04"	1784	238	2539	959
14528	"94"	1	"2020-05-04"	910	169	1390	559
14529	"94"	2	"2020-05-04"	866	69	1129	389
14530	"95"	0	"2020-05-04"	885	88	1744	593
14531	"95"	1	"2020-05-04"	445	62	1025	378
14532	"95"	2	"2020-05-04"	440	26	715	215
14533	"971"	0	"2020-05-04"	16	6	72	17
14534	"971"	1	"2020-05-04"	14	5	34	8
14535	"971"	2	"2020-05-04"	2	1	38	9
14536	"972"	0	"2020-05-04"	21	8	77	14
14537	"972"	1	"2020-05-04"	15	8	41	10
14538	"972"	2	"2020-05-04"	6	0	36	4
14539	"973"	0	"2020-05-04"	5	0	36	1
14540	"973"	1	"2020-05-04"	3	0	17	1
14541	"973"	2	"2020-05-04"	2	0	19	0
14542	"974"	0	"2020-05-04"	4	2	111	0
14543	"974"	1	"2020-05-04"	4	2	53	0
14544	"974"	2	"2020-05-04"	0	0	58	0
14545	"976"	0	"2020-05-04"	42	7	102	9
14546	"976"	1	"2020-05-04"	25	5	54	8
14547	"976"	2	"2020-05-04"	17	2	46	1
14548	"01"	0	"2020-05-05"	148	11	278	85
14549	"01"	1	"2020-05-05"	79	10	141	50
14550	"01"	2	"2020-05-05"	68	1	135	35
14551	"02"	0	"2020-05-05"	270	29	669	223
14552	"02"	1	"2020-05-05"	144	16	270	134
14553	"02"	2	"2020-05-05"	126	13	396	88
14554	"03"	0	"2020-05-05"	40	11	131	29
14555	"03"	1	"2020-05-05"	24	8	53	14
14556	"03"	2	"2020-05-05"	16	3	78	15
14557	"04"	0	"2020-05-05"	23	2	108	8
14558	"04"	1	"2020-05-05"	7	1	46	6
14559	"04"	2	"2020-05-05"	16	1	62	2
14560	"05"	0	"2020-05-05"	38	4	100	10
14561	"05"	1	"2020-05-05"	14	4	58	3
14562	"05"	2	"2020-05-05"	24	0	42	7
14563	"06"	0	"2020-05-05"	203	26	497	148
14564	"06"	1	"2020-05-05"	103	20	248	78
14565	"06"	2	"2020-05-05"	98	6	242	70
14566	"07"	0	"2020-05-05"	156	11	225	77
14567	"07"	1	"2020-05-05"	73	11	125	59
14568	"07"	2	"2020-05-05"	81	0	99	18
14569	"08"	0	"2020-05-05"	45	8	119	41
14570	"08"	1	"2020-05-05"	21	5	60	25
14571	"08"	2	"2020-05-05"	24	3	58	16
14572	"09"	0	"2020-05-05"	7	1	29	2
14573	"09"	1	"2020-05-05"	4	1	14	1
14574	"09"	2	"2020-05-05"	3	0	15	1
14575	"10"	0	"2020-05-05"	214	15	456	113
14576	"10"	1	"2020-05-05"	119	12	248	74
14577	"10"	2	"2020-05-05"	94	2	207	39
14578	"11"	0	"2020-05-05"	31	4	179	53
14579	"11"	1	"2020-05-05"	13	3	97	37
14580	"11"	2	"2020-05-05"	18	1	82	16
14581	"12"	0	"2020-05-05"	23	2	119	22
14582	"12"	1	"2020-05-05"	12	2	56	13
14583	"12"	2	"2020-05-05"	11	0	63	9
14584	"13"	0	"2020-05-05"	838	143	2447	435
14585	"13"	1	"2020-05-05"	435	108	1252	236
14586	"13"	2	"2020-05-05"	403	35	1169	198
14587	"14"	0	"2020-05-05"	150	22	186	63
14588	"14"	1	"2020-05-05"	68	21	100	42
14589	"14"	2	"2020-05-05"	82	1	86	21
14590	"15"	0	"2020-05-05"	27	3	29	8
14591	"15"	1	"2020-05-05"	18	2	16	5
14592	"15"	2	"2020-05-05"	9	1	13	3
14593	"16"	0	"2020-05-05"	4	3	42	12
14594	"16"	1	"2020-05-05"	4	3	24	7
14595	"16"	2	"2020-05-05"	0	0	18	5
14596	"17"	0	"2020-05-05"	57	11	98	43
14597	"17"	1	"2020-05-05"	31	8	58	29
14598	"17"	2	"2020-05-05"	26	3	40	14
14599	"18"	0	"2020-05-05"	90	4	94	63
14600	"18"	1	"2020-05-05"	41	3	50	31
14601	"18"	2	"2020-05-05"	49	1	44	32
14602	"19"	0	"2020-05-05"	74	9	74	28
14603	"19"	1	"2020-05-05"	39	6	43	23
14604	"19"	2	"2020-05-05"	35	3	31	5
14605	"21"	0	"2020-05-05"	267	34	680	221
14606	"21"	1	"2020-05-05"	115	20	309	126
14607	"21"	2	"2020-05-05"	152	14	368	95
14608	"22"	0	"2020-05-05"	51	3	143	26
14609	"22"	1	"2020-05-05"	24	2	70	16
14610	"22"	2	"2020-05-05"	27	1	73	10
14611	"23"	0	"2020-05-05"	18	7	40	5
14612	"23"	1	"2020-05-05"	10	4	23	3
14613	"23"	2	"2020-05-05"	8	3	17	2
14614	"24"	0	"2020-05-05"	24	1	64	9
14615	"24"	1	"2020-05-05"	12	0	35	3
14616	"24"	2	"2020-05-05"	12	1	29	6
14617	"25"	0	"2020-05-05"	145	32	467	128
14618	"25"	1	"2020-05-05"	80	25	239	73
14619	"25"	2	"2020-05-05"	64	6	228	54
14620	"26"	0	"2020-05-05"	96	21	414	121
14621	"26"	1	"2020-05-05"	57	15	222	71
14622	"26"	2	"2020-05-05"	39	6	191	50
14623	"27"	0	"2020-05-05"	112	8	110	70
14624	"27"	1	"2020-05-05"	47	7	51	34
14625	"27"	2	"2020-05-05"	65	1	58	36
14626	"28"	0	"2020-05-05"	227	21	346	99
14627	"28"	1	"2020-05-05"	108	17	174	47
14628	"28"	2	"2020-05-05"	115	3	161	52
14629	"29"	0	"2020-05-05"	57	11	135	38
14630	"29"	1	"2020-05-05"	30	8	80	24
14631	"29"	2	"2020-05-05"	27	3	55	14
14632	"2A"	0	"2020-05-05"	48	4	99	43
14633	"2A"	1	"2020-05-05"	17	3	42	27
14634	"2A"	2	"2020-05-05"	31	1	57	16
14635	"2B"	0	"2020-05-05"	8	2	95	8
14636	"2B"	1	"2020-05-05"	4	1	50	5
14637	"2B"	2	"2020-05-05"	4	1	45	3
14638	"30"	0	"2020-05-05"	114	22	207	72
14639	"30"	1	"2020-05-05"	63	16	110	34
14640	"30"	2	"2020-05-05"	51	6	97	38
14641	"31"	0	"2020-05-05"	113	38	503	54
14642	"31"	1	"2020-05-05"	72	31	272	38
14643	"31"	2	"2020-05-05"	39	7	231	16
14644	"32"	0	"2020-05-05"	28	3	60	19
14645	"32"	1	"2020-05-05"	15	3	32	12
14646	"32"	2	"2020-05-05"	13	0	28	7
14647	"33"	0	"2020-05-05"	203	43	701	122
14648	"33"	1	"2020-05-05"	106	32	350	59
14649	"33"	2	"2020-05-05"	97	11	351	63
