Id	code_region	age	jour	hospit	rea	recovered	deaths
1667	27	49	2020-03-26	35	5	57	2
1668	27	59	2020-03-26	82	31	70	3
1669	27	69	2020-03-26	135	49	53	12
1670	27	79	2020-03-26	164	58	53	33
1671	27	89	2020-03-26	180	18	48	52
1672	27	90	2020-03-26	54	1	22	21
1673	28	0	2020-03-26	273	75	62	20
1674	28	09	2020-03-26	0	0	1	0
1675	28	19	2020-03-26	2	0	0	0
1676	28	29	2020-03-26	3	0	8	0
1677	28	39	2020-03-26	8	2	5	0
1678	28	49	2020-03-26	19	4	7	0
1679	28	59	2020-03-26	31	10	18	3
1680	28	69	2020-03-26	57	24	10	3
1681	28	79	2020-03-26	82	30	8	4
1682	28	89	2020-03-26	54	5	5	6
1683	28	90	2020-03-26	15	0	0	4
1684	32	0	2020-03-26	919	271	360	150
1685	32	09	2020-03-26	8	2	14	0
1686	32	19	2020-03-26	1	0	3	0
1687	32	29	2020-03-26	8	2	32	0
1688	32	39	2020-03-26	27	5	52	0
1689	32	49	2020-03-26	53	16	59	1
1690	32	59	2020-03-26	118	51	64	4
1691	32	69	2020-03-26	202	83	34	18
1692	32	79	2020-03-26	236	88	49	42
1693	32	89	2020-03-26	198	22	35	62
1694	32	90	2020-03-26	63	0	17	22
1695	44	0	2020-03-26	2979	636	960	584
1696	44	09	2020-03-26	9	0	58	0
1697	44	19	2020-03-26	5	2	7	0
1698	44	29	2020-03-26	37	7	38	0
1699	44	39	2020-03-26	70	20	69	0
1700	44	49	2020-03-26	156	49	80	4
1701	44	59	2020-03-26	307	101	149	16
1702	44	69	2020-03-26	617	195	177	50
1703	44	79	2020-03-26	823	212	179	143
1704	44	89	2020-03-26	685	35	137	247
1705	44	90	2020-03-26	220	2	38	118
1706	52	0	2020-03-26	282	59	127	24
1707	52	09	2020-03-26	0	0	0	0
1708	52	19	2020-03-26	0	0	1	0
1709	52	29	2020-03-26	3	0	11	0
1710	52	39	2020-03-26	7	1	8	0
1711	52	49	2020-03-26	12	2	32	0
1712	52	59	2020-03-26	27	5	25	0
1713	52	69	2020-03-26	46	18	21	1
1714	52	79	2020-03-26	85	30	14	0
1715	52	89	2020-03-26	72	2	11	15
1716	52	90	2020-03-26	28	0	4	8
1717	53	0	2020-03-26	202	45	114	29
1718	53	09	2020-03-26	0	0	5	0
1719	53	19	2020-03-26	1	0	1	0
1720	53	29	2020-03-26	1	0	5	0
1721	53	39	2020-03-26	10	1	8	0
1722	53	49	2020-03-26	7	1	6	0
1723	53	59	2020-03-26	26	13	19	0
1724	53	69	2020-03-26	35	11	31	2
1725	53	79	2020-03-26	65	15	28	7
1726	53	89	2020-03-26	43	4	9	14
1727	53	90	2020-03-26	12	0	2	6
1728	75	0	2020-03-26	399	96	163	34
1729	75	09	2020-03-26	0	0	8	0
1730	75	19	2020-03-26	3	0	1	0
1731	75	29	2020-03-26	8	1	21	0
1732	75	39	2020-03-26	11	2	19	0
1733	75	49	2020-03-26	30	9	20	0
1734	75	59	2020-03-26	53	19	21	2
1735	75	69	2020-03-26	75	23	21	5
1736	75	79	2020-03-26	75	23	20	4
1737	75	89	2020-03-26	104	15	21	14
1738	75	90	2020-03-26	33	1	4	8
1739	76	0	2020-03-26	551	177	224	54
1740	76	09	2020-03-26	7	1	9	0
1741	76	19	2020-03-26	1	0	4	0
1742	76	29	2020-03-26	8	2	19	1
1743	76	39	2020-03-26	20	6	31	0
1744	76	49	2020-03-26	54	18	27	0
1745	76	59	2020-03-26	84	33	50	2
1746	76	69	2020-03-26	112	45	34	3
1747	76	79	2020-03-26	163	64	35	10
1748	76	89	2020-03-26	81	8	14	30
1749	76	90	2020-03-26	21	0	1	8
1750	84	0	2020-03-26	1422	290	496	133
1751	84	09	2020-03-26	4	0	5	0
1752	84	19	2020-03-26	0	0	3	0
1753	84	29	2020-03-26	16	4	34	0
1754	84	39	2020-03-26	26	6	54	2
1755	84	49	2020-03-26	76	16	65	1
1756	84	59	2020-03-26	143	46	82	4
1757	84	69	2020-03-26	250	75	72	6
1758	84	79	2020-03-26	373	103	95	34
1759	84	89	2020-03-26	356	31	61	47
1760	84	90	2020-03-26	141	0	13	38
1761	93	0	2020-03-26	695	164	599	44
1762	93	09	2020-03-26	2	0	9	0
1763	93	19	2020-03-26	1	0	22	0
1764	93	29	2020-03-26	18	2	72	1
1765	93	39	2020-03-26	30	2	81	0
1766	93	49	2020-03-26	63	14	116	0
1767	93	59	2020-03-26	117	35	120	0
1768	93	69	2020-03-26	146	41	95	4
1769	93	79	2020-03-26	144	52	49	6
1770	93	89	2020-03-26	103	11	26	26
1771	93	90	2020-03-26	39	1	9	7
1772	94	0	2020-03-26	95	13	63	19
1773	94	09	2020-03-26	0	0	2	0
1774	94	19	2020-03-26	0	0	3	0
1775	94	29	2020-03-26	2	0	11	0
1776	94	39	2020-03-26	2	0	7	0
1777	94	49	2020-03-26	3	1	9	0
1778	94	59	2020-03-26	13	4	11	1
1779	94	69	2020-03-26	12	3	10	2
1780	94	79	2020-03-26	26	4	2	3
1781	94	89	2020-03-26	27	1	3	11
1782	94	90	2020-03-26	10	0	4	2
1783	01	0	2020-03-27	29	13	6	1
1784	01	09	2020-03-27	0	0	0	0
1785	01	19	2020-03-27	0	0	0	0
1786	01	29	2020-03-27	0	0	0	0
1787	01	39	2020-03-27	4	1	1	0
1788	01	49	2020-03-27	2	0	0	0
1789	01	59	2020-03-27	8	3	3	0
1790	01	69	2020-03-27	9	4	0	0
1791	01	79	2020-03-27	4	4	1	1
1792	01	89	2020-03-27	2	1	1	0
1793	01	90	2020-03-27	0	0	0	0
1794	02	0	2020-03-27	44	15	13	1
1795	02	09	2020-03-27	3	1	0	0
1796	02	19	2020-03-27	0	0	0	0
1797	02	29	2020-03-27	1	0	2	0
1798	02	39	2020-03-27	2	0	2	0
1799	02	49	2020-03-27	6	1	2	0
1800	02	59	2020-03-27	10	5	6	0
1801	02	69	2020-03-27	11	6	0	0
1802	02	79	2020-03-27	6	0	1	0
1803	02	89	2020-03-27	5	2	0	1
1804	02	90	2020-03-27	0	0	0	0
1805	03	0	2020-03-27	0	0	0	0
1806	03	09	2020-03-27	0	0	0	0
1807	03	19	2020-03-27	0	0	0	0
1808	03	29	2020-03-27	0	0	0	0
1809	03	39	2020-03-27	0	0	0	0
1810	03	49	2020-03-27	0	0	0	0
1811	03	59	2020-03-27	0	0	0	0
1812	03	69	2020-03-27	0	0	0	0
1813	03	79	2020-03-27	0	0	0	0
1814	03	89	2020-03-27	0	0	0	0
1815	03	90	2020-03-27	0	0	0	0
1816	04	0	2020-03-27	3	2	0	0
1817	04	09	2020-03-27	0	0	0	0
1818	04	19	2020-03-27	0	0	0	0
1819	04	29	2020-03-27	0	0	0	0
1820	04	39	2020-03-27	0	0	0	0
1821	04	49	2020-03-27	0	0	0	0
1822	04	59	2020-03-27	0	0	0	0
1823	04	69	2020-03-27	0	0	0	0
1824	04	79	2020-03-27	2	1	0	0
1825	04	89	2020-03-27	1	1	0	0
1826	04	90	2020-03-27	0	0	0	0
1827	06	0	2020-03-27	0	0	0	0
1828	06	09	2020-03-27	0	0	0	0
1829	06	19	2020-03-27	0	0	0	0
1830	06	29	2020-03-27	0	0	0	0
1831	06	39	2020-03-27	0	0	0	0
1832	06	49	2020-03-27	0	0	0	0
1833	06	59	2020-03-27	0	0	0	0
1834	06	69	2020-03-27	0	0	0	0
1835	06	79	2020-03-27	0	0	0	0
1836	06	89	2020-03-27	0	0	0	0
1837	06	90	2020-03-27	0	0	0	0
1838	11	0	2020-03-27	5793	1389	1598	578
1839	11	09	2020-03-27	16	5	46	0
1840	11	19	2020-03-27	14	3	15	1
1841	11	29	2020-03-27	83	16	98	0
1842	11	39	2020-03-27	319	80	204	4
1843	11	49	2020-03-27	544	147	236	10
1844	11	59	2020-03-27	1058	371	332	30
1845	11	69	2020-03-27	1234	410	299	78
1846	11	79	2020-03-27	1157	293	202	135
1847	11	89	2020-03-27	931	53	124	215
1848	11	90	2020-03-27	381	2	30	96
1849	24	0	2020-03-27	247	80	64	26
1850	24	09	2020-03-27	0	0	1	0
1851	24	19	2020-03-27	0	0	1	0
1852	24	29	2020-03-27	3	1	1	0
1853	24	39	2020-03-27	4	2	4	0
1854	24	49	2020-03-27	27	10	10	0
1855	24	59	2020-03-27	28	12	13	2
1856	24	69	2020-03-27	49	27	13	1
1857	24	79	2020-03-27	64	26	13	8
1858	24	89	2020-03-27	50	2	6	8
1859	24	90	2020-03-27	18	0	1	7
1860	27	0	2020-03-27	740	186	432	139
1861	27	09	2020-03-27	3	1	4	0
1862	27	19	2020-03-27	4	0	4	0
1863	27	29	2020-03-27	6	0	34	0
1864	27	39	2020-03-27	14	3	59	0
1865	27	49	2020-03-27	40	6	59	2
1866	27	59	2020-03-27	92	34	76	3
1867	27	69	2020-03-27	148	55	64	12
1868	27	79	2020-03-27	175	65	60	39
1869	27	89	2020-03-27	202	21	50	59
1870	27	90	2020-03-27	55	1	22	24
1871	28	0	2020-03-27	313	93	73	24
1872	28	09	2020-03-27	0	0	1	0
1873	28	19	2020-03-27	2	0	0	0
1874	28	29	2020-03-27	3	0	8	0
1875	28	39	2020-03-27	9	3	6	0
1876	28	49	2020-03-27	20	4	9	0
1877	28	59	2020-03-27	42	13	21	3
1878	28	69	2020-03-27	66	28	12	3
1879	28	79	2020-03-27	92	37	8	5
1880	28	89	2020-03-27	63	8	8	7
1881	28	90	2020-03-27	14	0	0	6
1882	32	0	2020-03-27	993	302	401	169
1883	32	09	2020-03-27	7	0	16	0
1884	32	19	2020-03-27	1	0	3	0
1885	32	29	2020-03-27	12	4	30	0
1886	32	39	2020-03-27	34	7	51	0
1887	32	49	2020-03-27	53	21	69	1
1888	32	59	2020-03-27	140	57	68	5
1889	32	69	2020-03-27	217	93	43	21
1890	32	79	2020-03-27	239	94	59	49
1891	32	89	2020-03-27	220	23	41	66
1892	32	90	2020-03-27	64	0	20	26
1893	44	0	2020-03-27	3290	699	1074	657
1894	44	09	2020-03-27	9	0	58	0
1895	44	19	2020-03-27	4	2	8	0
1896	44	29	2020-03-27	40	7	45	0
1897	44	39	2020-03-27	77	20	78	0
1898	44	49	2020-03-27	172	51	90	4
1899	44	59	2020-03-27	341	105	168	18
1900	44	69	2020-03-27	683	229	204	57
1901	44	79	2020-03-27	905	232	199	158
1902	44	89	2020-03-27	755	37	151	276
1903	44	90	2020-03-27	246	3	44	138
1904	52	0	2020-03-27	371	84	141	31
1905	52	09	2020-03-27	0	0	1	0
1906	52	19	2020-03-27	0	0	1	0
1907	52	29	2020-03-27	3	0	11	0
1908	52	39	2020-03-27	8	2	9	0
1909	52	49	2020-03-27	21	6	35	0
1910	52	59	2020-03-27	39	8	26	0
1911	52	69	2020-03-27	62	24	25	1
1912	52	79	2020-03-27	112	42	15	2
1913	52	89	2020-03-27	93	1	13	17
1914	52	90	2020-03-27	30	0	5	11
1915	53	0	2020-03-27	215	49	131	34
1916	53	09	2020-03-27	0	0	5	0
1917	53	19	2020-03-27	1	0	1	0
1918	53	29	2020-03-27	2	0	5	0
1919	53	39	2020-03-27	11	1	11	0
1920	53	49	2020-03-27	9	2	6	0
1921	53	59	2020-03-27	31	14	19	0
1922	53	69	2020-03-27	37	13	33	2
1923	53	79	2020-03-27	63	15	35	7
1924	53	89	2020-03-27	47	4	13	17
1925	53	90	2020-03-27	14	0	3	8
1926	75	0	2020-03-27	482	116	191	42
1927	75	09	2020-03-27	2	0	8	0
1928	75	19	2020-03-27	2	0	3	0
1929	75	29	2020-03-27	9	1	23	0
1930	75	39	2020-03-27	11	2	23	0
1931	75	49	2020-03-27	39	13	23	0
1932	75	59	2020-03-27	68	22	26	2
1933	75	69	2020-03-27	92	29	24	5
1934	75	79	2020-03-27	96	30	23	6
1935	75	89	2020-03-27	120	17	23	17
1936	75	90	2020-03-27	39	0	6	10
1937	76	0	2020-03-27	618	187	256	61
1938	76	09	2020-03-27	7	1	10	0
1939	76	19	2020-03-27	2	0	4	0
1940	76	29	2020-03-27	11	3	20	1
1941	76	39	2020-03-27	24	5	34	0
1942	76	49	2020-03-27	58	17	32	0
1943	76	59	2020-03-27	92	34	59	2
1944	76	69	2020-03-27	131	51	41	3
1945	76	79	2020-03-27	177	66	38	13
1946	76	89	2020-03-27	93	10	17	33
1947	76	90	2020-03-27	22	0	1	9
1948	84	0	2020-03-27	1638	344	606	164
1949	84	09	2020-03-27	6	0	5	0
1950	84	19	2020-03-27	3	0	3	0
1951	84	29	2020-03-27	19	3	42	0
1952	84	39	2020-03-27	33	5	69	2
1953	84	49	2020-03-27	94	21	80	3
1954	84	59	2020-03-27	165	56	101	4
1955	84	69	2020-03-27	292	94	92	8
1956	84	79	2020-03-27	427	118	109	36
1957	84	89	2020-03-27	403	36	77	63
1958	84	90	2020-03-27	153	0	15	46
1959	93	0	2020-03-27	823	186	642	48
1960	93	09	2020-03-27	1	0	11	0
1961	93	19	2020-03-27	2	0	21	0
1962	93	29	2020-03-27	20	2	74	1
1963	93	39	2020-03-27	33	2	91	0
1964	93	49	2020-03-27	69	13	119	0
1965	93	59	2020-03-27	138	42	125	1
1966	93	69	2020-03-27	179	45	100	4
1967	93	79	2020-03-27	180	61	56	6
1968	93	89	2020-03-27	120	14	33	29
1969	93	90	2020-03-27	50	1	10	7
1970	94	0	2020-03-27	102	13	70	19
1971	94	09	2020-03-27	0	0	2	0
1972	94	19	2020-03-27	0	0	3	0
1973	94	29	2020-03-27	1	0	13	0
1974	94	39	2020-03-27	2	0	7	0
1975	94	49	2020-03-27	2	1	11	0
1976	94	59	2020-03-27	11	4	13	1
1977	94	69	2020-03-27	15	3	11	2
1978	94	79	2020-03-27	29	4	2	3
1979	94	89	2020-03-27	31	1	3	11
1980	94	90	2020-03-27	10	0	4	2
1981	01	0	2020-03-28	44	13	9	1
1982	01	09	2020-03-28	0	0	0	0
1983	01	19	2020-03-28	0	0	0	0
1984	01	29	2020-03-28	0	0	0	0
1985	01	39	2020-03-28	4	1	1	0
1986	01	49	2020-03-28	2	0	0	0
1987	01	59	2020-03-28	11	3	4	0
1988	01	69	2020-03-28	11	4	2	0
1989	01	79	2020-03-28	5	4	1	1
1990	01	89	2020-03-28	9	1	1	0
1991	01	90	2020-03-28	1	0	0	0
1992	02	0	2020-03-28	53	14	15	1
1993	02	09	2020-03-28	3	1	0	0
1994	02	19	2020-03-28	0	0	0	0
1995	02	29	2020-03-28	2	0	2	0
1996	02	39	2020-03-28	2	0	2	0
1997	02	49	2020-03-28	8	1	2	0
1998	02	59	2020-03-28	11	5	6	0
1999	02	69	2020-03-28	14	5	1	0
2000	02	79	2020-03-28	7	0	2	0
2001	02	89	2020-03-28	6	2	0	1
2002	02	90	2020-03-28	0	0	0	0
2003	03	0	2020-03-28	0	0	0	0
2004	03	09	2020-03-28	0	0	0	0
2005	03	19	2020-03-28	0	0	0	0
2006	03	29	2020-03-28	0	0	0	0
2007	03	39	2020-03-28	0	0	0	0
2008	03	49	2020-03-28	0	0	0	0
2009	03	59	2020-03-28	0	0	0	0
2010	03	69	2020-03-28	0	0	0	0
2011	03	79	2020-03-28	0	0	0	0
2012	03	89	2020-03-28	0	0	0	0
2013	03	90	2020-03-28	0	0	0	0
2014	04	0	2020-03-28	15	3	0	0
2015	04	09	2020-03-28	0	0	0	0
2016	04	19	2020-03-28	0	0	0	0
2017	04	29	2020-03-28	4	0	0	0
2018	04	39	2020-03-28	0	0	0	0
2019	04	49	2020-03-28	2	1	0	0
2020	04	59	2020-03-28	5	0	0	0
2021	04	69	2020-03-28	0	0	0	0
2022	04	79	2020-03-28	3	1	0	0
2023	04	89	2020-03-28	1	1	0	0
2024	04	90	2020-03-28	0	0	0	0
2025	06	0	2020-03-28	0	0	0	0
2026	06	09	2020-03-28	0	0	0	0
2027	06	19	2020-03-28	0	0	0	0
2028	06	29	2020-03-28	0	0	0	0
2029	06	39	2020-03-28	0	0	0	0
2030	06	49	2020-03-28	0	0	0	0
2031	06	59	2020-03-28	0	0	0	0
2032	06	69	2020-03-28	0	0	0	0
2033	06	79	2020-03-28	0	0	0	0
2034	06	89	2020-03-28	0	0	0	0
2035	06	90	2020-03-28	0	0	0	0
2036	11	0	2020-03-28	6523	1570	1937	688
2037	11	09	2020-03-28	19	5	49	0
2038	11	19	2020-03-28	18	3	18	1
2039	11	29	2020-03-28	96	19	120	0
2040	11	39	2020-03-28	327	85	257	6
2041	11	49	2020-03-28	623	160	286	15
2042	11	59	2020-03-28	1197	419	401	37
2043	11	69	2020-03-28	1415	481	359	94
2044	11	79	2020-03-28	1296	327	239	167
2045	11	89	2020-03-28	1037	53	149	244
2046	11	90	2020-03-28	422	4	37	115
2047	24	0	2020-03-28	293	89	77	35
2048	24	09	2020-03-28	0	0	1	0
2049	24	19	2020-03-28	0	0	1	0
2050	24	29	2020-03-28	2	1	2	0
2051	24	39	2020-03-28	3	1	6	0
2052	24	49	2020-03-28	26	10	12	0
2053	24	59	2020-03-28	33	16	16	2
2054	24	69	2020-03-28	64	30	15	2
2055	24	79	2020-03-28	73	29	16	10
2056	24	89	2020-03-28	60	2	6	10
2057	24	90	2020-03-28	22	0	1	9
2058	27	0	2020-03-28	787	194	493	148
2059	27	09	2020-03-28	8	1	4	0
2060	27	19	2020-03-28	3	0	5	0
2061	27	29	2020-03-28	3	0	41	0
2062	27	39	2020-03-28	19	3	62	0
2063	27	49	2020-03-28	41	7	64	2
2064	27	59	2020-03-28	99	35	85	4
2065	27	69	2020-03-28	154	60	75	14
2066	27	79	2020-03-28	187	67	73	40
2067	27	89	2020-03-28	216	20	58	64
2068	27	90	2020-03-28	55	1	26	24
2069	28	0	2020-03-28	385	111	95	26
2070	28	09	2020-03-28	0	0	1	0
2071	28	19	2020-03-28	2	0	0	0
2072	28	29	2020-03-28	4	0	8	0
2073	28	39	2020-03-28	14	3	7	0
2074	28	49	2020-03-28	26	7	12	0
2075	28	59	2020-03-28	54	16	27	3
2076	28	69	2020-03-28	83	32	15	4
2077	28	79	2020-03-28	105	41	14	5
2078	28	89	2020-03-28	78	11	10	8
2079	28	90	2020-03-28	16	1	1	6
2080	32	0	2020-03-28	1132	329	452	196
2081	32	09	2020-03-28	6	0	18	0
2082	32	19	2020-03-28	1	0	4	0
2083	32	29	2020-03-28	13	4	33	0
2084	32	39	2020-03-28	38	7	57	0
2085	32	49	2020-03-28	66	24	75	1
2086	32	59	2020-03-28	168	62	75	6
2087	32	69	2020-03-28	239	100	56	24
2088	32	79	2020-03-28	272	105	64	58
2089	32	89	2020-03-28	242	24	50	77
2090	32	90	2020-03-28	82	0	19	29
2091	44	0	2020-03-28	3525	756	1264	753
2092	44	09	2020-03-28	7	0	62	0
2093	44	19	2020-03-28	4	2	10	0
2094	44	29	2020-03-28	41	6	58	0
2095	44	39	2020-03-28	84	21	89	1
2096	44	49	2020-03-28	180	53	116	5
2097	44	59	2020-03-28	388	128	192	19
2098	44	69	2020-03-28	722	251	244	67
2099	44	79	2020-03-28	959	244	234	186
2100	44	89	2020-03-28	809	34	173	319
2101	44	90	2020-03-28	267	3	56	150
2102	52	0	2020-03-28	441	103	163	42
2103	52	09	2020-03-28	0	0	1	0
2104	52	19	2020-03-28	1	1	1	0
2105	52	29	2020-03-28	4	1	10	0
2106	52	39	2020-03-28	13	3	10	0
2107	52	49	2020-03-28	27	9	38	0
2108	52	59	2020-03-28	45	9	28	0
2109	52	69	2020-03-28	79	31	30	3
2110	52	79	2020-03-28	126	46	23	5
2111	52	89	2020-03-28	108	2	17	21
2112	52	90	2020-03-28	35	0	5	13
2113	53	0	2020-03-28	240	57	145	37
2114	53	09	2020-03-28	0	0	5	0
2115	53	19	2020-03-28	0	0	2	0
2116	53	29	2020-03-28	5	1	6	0
2117	53	39	2020-03-28	11	1	13	0
2118	53	49	2020-03-28	12	2	7	0
2119	53	59	2020-03-28	35	14	22	0
2120	53	69	2020-03-28	41	16	33	3
2121	53	79	2020-03-28	70	19	38	8
2122	53	89	2020-03-28	51	4	15	18
2123	53	90	2020-03-28	15	0	4	8
2124	75	0	2020-03-28	490	127	211	50
2125	75	09	2020-03-28	0	0	4	0
2126	75	19	2020-03-28	2	0	3	0
2127	75	29	2020-03-28	8	1	22	0
2128	75	39	2020-03-28	10	1	24	0
2129	75	49	2020-03-28	38	13	26	0
2130	75	59	2020-03-28	76	26	31	2
2131	75	69	2020-03-28	103	34	27	5
2132	75	79	2020-03-28	104	30	27	9
2133	75	89	2020-03-28	106	20	31	20
2134	75	90	2020-03-28	39	0	8	13
2135	76	0	2020-03-28	706	212	301	68
2136	76	09	2020-03-28	6	1	13	0
2137	76	19	2020-03-28	2	0	4	0
2138	76	29	2020-03-28	10	4	24	1
2139	76	39	2020-03-28	28	6	40	0
2140	76	49	2020-03-28	65	18	40	0
2141	76	59	2020-03-28	104	38	67	2
2142	76	69	2020-03-28	142	60	49	5
2143	76	79	2020-03-28	200	74	44	14
2144	76	89	2020-03-28	119	11	19	36
2145	76	90	2020-03-28	28	0	1	10
2146	84	0	2020-03-28	1904	432	700	194
2147	84	09	2020-03-28	8	0	5	0
2148	84	19	2020-03-28	6	2	3	0
2149	84	29	2020-03-28	17	3	50	0
2150	84	39	2020-03-28	45	6	76	2
2151	84	49	2020-03-28	103	23	97	2
2152	84	59	2020-03-28	193	72	121	6
2153	84	69	2020-03-28	352	128	109	9
2154	84	79	2020-03-28	500	145	124	42
2155	84	89	2020-03-28	453	41	86	79
2156	84	90	2020-03-28	178	0	19	51
2157	93	0	2020-03-28	934	208	691	55
2158	93	09	2020-03-28	1	0	11	0
2159	93	19	2020-03-28	2	0	21	0
2160	93	29	2020-03-28	22	2	74	1
2161	93	39	2020-03-28	39	2	98	0
2162	93	49	2020-03-28	78	16	122	0
2163	93	59	2020-03-28	152	43	136	1
2164	93	69	2020-03-28	197	49	114	5
2165	93	79	2020-03-28	209	71	62	7
2166	93	89	2020-03-28	139	15	37	33
2167	93	90	2020-03-28	62	1	12	8
2168	94	0	2020-03-28	108	18	71	19
2169	94	09	2020-03-28	0	0	2	0
2170	94	19	2020-03-28	0	0	3	0
2171	94	29	2020-03-28	2	0	13	0
2172	94	39	2020-03-28	2	0	7	0
2173	94	49	2020-03-28	2	1	11	0
2174	94	59	2020-03-28	12	4	13	1
2175	94	69	2020-03-28	15	7	10	2
2176	94	79	2020-03-28	28	5	3	3
2177	94	89	2020-03-28	34	1	4	11
2178	94	90	2020-03-28	12	0	4	2
2179	01	0	2020-03-29	44	12	9	2
2180	01	09	2020-03-29	0	0	0	0
2181	01	19	2020-03-29	0	0	0	0
2182	01	29	2020-03-29	0	0	0	0
2183	01	39	2020-03-29	4	1	1	0
2184	01	49	2020-03-29	3	0	0	0
2185	01	59	2020-03-29	11	3	4	0
2186	01	69	2020-03-29	11	4	2	0
2187	01	79	2020-03-29	4	3	1	2
2188	01	89	2020-03-29	9	1	1	0
2189	01	90	2020-03-29	1	0	0	0
2190	02	0	2020-03-29	57	15	17	3
2191	02	09	2020-03-29	3	1	0	0
2192	02	19	2020-03-29	0	0	0	0
2193	02	29	2020-03-29	2	0	2	0
2194	02	39	2020-03-29	2	0	2	0
2195	02	49	2020-03-29	7	1	3	0
2196	02	59	2020-03-29	11	5	6	0
2197	02	69	2020-03-29	17	6	2	0
2198	02	79	2020-03-29	9	1	2	0
2199	02	89	2020-03-29	6	1	0	3
2200	02	90	2020-03-29	0	0	0	0
2201	03	0	2020-03-29	0	0	0	0
2202	03	09	2020-03-29	0	0	0	0
2203	03	19	2020-03-29	0	0	0	0
2204	03	29	2020-03-29	0	0	0	0
2205	03	39	2020-03-29	0	0	0	0
2206	03	49	2020-03-29	0	0	0	0
2207	03	59	2020-03-29	0	0	0	0
2208	03	69	2020-03-29	0	0	0	0
2209	03	79	2020-03-29	0	0	0	0
2210	03	89	2020-03-29	0	0	0	0
2211	03	90	2020-03-29	0	0	0	0
2212	04	0	2020-03-29	53	4	5	0
2213	04	09	2020-03-29	0	0	0	0
2214	04	19	2020-03-29	0	0	0	0
2215	04	29	2020-03-29	6	0	2	0
2216	04	39	2020-03-29	6	0	1	0
2217	04	49	2020-03-29	5	1	0	0
2218	04	59	2020-03-29	10	1	1	0
2219	04	69	2020-03-29	10	0	1	0
2220	04	79	2020-03-29	13	1	0	0
2221	04	89	2020-03-29	3	1	0	0
2222	04	90	2020-03-29	0	0	0	0
2223	06	0	2020-03-29	0	0	0	0
2224	06	09	2020-03-29	0	0	0	0
2225	06	19	2020-03-29	0	0	0	0
2226	06	29	2020-03-29	0	0	0	0
2227	06	39	2020-03-29	0	0	0	0
2228	06	49	2020-03-29	0	0	0	0
2229	06	59	2020-03-29	0	0	0	0
2230	06	69	2020-03-29	0	0	0	0
2231	06	79	2020-03-29	0	0	0	0
2232	06	89	2020-03-29	0	0	0	0
2233	06	90	2020-03-29	0	0	0	0
2234	11	0	2020-03-29	7092	1668	2109	807
2235	11	09	2020-03-29	21	5	52	0
2236	11	19	2020-03-29	19	3	19	1
2237	11	29	2020-03-29	104	21	130	1
2238	11	39	2020-03-29	360	94	282	6
2239	11	49	2020-03-29	682	166	314	18
2240	11	59	2020-03-29	1331	464	433	45
2241	11	69	2020-03-29	1555	513	388	112
2242	11	79	2020-03-29	1395	341	263	200
2243	11	89	2020-03-29	1089	43	167	283
2244	11	90	2020-03-29	459	3	38	131
2245	24	0	2020-03-29	358	103	83	39
2246	24	09	2020-03-29	0	0	1	0
2247	24	19	2020-03-29	0	0	1	0
2248	24	29	2020-03-29	3	1	2	0
2249	24	39	2020-03-29	7	1	7	0
2250	24	49	2020-03-29	35	8	14	0
2251	24	59	2020-03-29	43	19	17	2
2252	24	69	2020-03-29	85	37	16	2
2253	24	79	2020-03-29	85	35	17	10
2254	24	89	2020-03-29	67	2	6	13
2255	24	90	2020-03-29	23	0	1	10
2256	27	0	2020-03-29	873	217	549	164
2257	27	09	2020-03-29	9	1	4	0
2258	27	19	2020-03-29	3	0	6	0
2259	27	29	2020-03-29	5	0	43	0
2260	27	39	2020-03-29	17	2	71	0
2261	27	49	2020-03-29	48	8	71	3
2262	27	59	2020-03-29	111	38	92	4
2263	27	69	2020-03-29	177	72	84	14
2264	27	79	2020-03-29	218	78	83	45
2265	27	89	2020-03-29	228	17	64	71
2266	27	90	2020-03-29	55	1	30	27
2267	28	0	2020-03-29	455	122	103	32
2268	28	09	2020-03-29	0	0	1	0
2269	28	19	2020-03-29	2	0	0	0
2270	28	29	2020-03-29	4	0	8	0
2271	28	39	2020-03-29	15	3	8	1
2272	28	49	2020-03-29	38	9	12	0
2273	28	59	2020-03-29	63	18	29	3
2274	28	69	2020-03-29	104	40	16	4
2275	28	79	2020-03-29	112	39	16	7
2276	28	89	2020-03-29	92	12	11	10
2277	28	90	2020-03-29	21	1	2	7
2278	32	0	2020-03-29	1237	348	476	211
2279	32	09	2020-03-29	11	0	11	0
2280	32	19	2020-03-29	1	0	5	0
2281	32	29	2020-03-29	15	4	35	0
2282	32	39	2020-03-29	44	8	67	0
2283	32	49	2020-03-29	76	25	76	1
2284	32	59	2020-03-29	188	68	82	7
2285	32	69	2020-03-29	263	105	60	25
2286	32	79	2020-03-29	288	108	69	63
2287	32	89	2020-03-29	261	27	52	83
2288	32	90	2020-03-29	85	0	18	31
2289	44	0	2020-03-29	3735	792	1348	815
2290	44	09	2020-03-29	7	0	65	0
2291	44	19	2020-03-29	4	1	10	0
2292	44	29	2020-03-29	46	6	65	0
2293	44	39	2020-03-29	95	22	99	1
2294	44	49	2020-03-29	198	55	127	5
2295	44	59	2020-03-29	428	135	200	19
2296	44	69	2020-03-29	778	278	257	72
2297	44	79	2020-03-29	999	245	256	211
2298	44	89	2020-03-29	835	35	182	339
2299	44	90	2020-03-29	282	1	55	161
